Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
Etxeberría,23,Spain,68,75,1100000.0,4000.0,1693,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RB,22.0,"Jul 1, 2018",0,2019,5'11,159lbs,50+2,50+2,50+2,59+2,55+2,55+2,55+2,59+2,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,67+2,65+2,65+2,65+2,67+2,66+2,65+2,65+2,65+2,66+2,70.0,19.0,52.0,68.0,39.0,64.0,62.0,44.0,56.0,68.0,74.0,73.0,70.0,59.0,61.0,37.0,75.0,74.0,69.0,32.0,70.0,66.0,56.0,52.0,39.0,68.0,64.0,67.0,66.0,13.0,9.0,7.0,7.0,11.0,€1.9M,Defender,22-25
Óscar,20,Spain,68,81,1700000.0,32000.0,1749,Right,1.0,3.0,3.0,High/ Medium,Normal,No,RCM,27.0,0,Real Madrid,"Jun 30, 2019",5'9,150lbs,64+2,64+2,64+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,67+2,66+2,66+2,66+2,67+2,57+2,57+2,57+2,57+2,57+2,55+2,50+2,50+2,50+2,55+2,56.0,69.0,42.0,71.0,42.0,75.0,78.0,82.0,68.0,74.0,68.0,66.0,67.0,68.0,77.0,59.0,59.0,47.0,50.0,71.0,43.0,60.0,66.0,65.0,53.0,68.0,47.0,37.0,43.0,12.0,7.0,9.0,11.0,7.0,0,Midfielder,16-21
Toquero,33,Spain,68,68,550000.0,5000.0,1888,Right,1.0,3.0,2.0,Medium/ High,Normal,No,RM,23.0,"Aug 4, 2017",0,2019,6'0,159lbs,68+2,68+2,68+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,71.0,60.0,77.0,66.0,65.0,65.0,68.0,52.0,58.0,61.0,70.0,68.0,55.0,76.0,63.0,72.0,78.0,77.0,80.0,55.0,77.0,57.0,72.0,67.0,66.0,59.0,59.0,56.0,47.0,9.0,7.0,15.0,12.0,7.0,€880K,Midfielder,31-35
Mario Barco,25,Spain,68,73,1200000.0,5000.0,1606,Right,1.0,3.0,2.0,High/ High,Normal,No,ST,19.0,"Jul 2, 2018",0,2021,6'0,172lbs,66+2,66+2,66+2,62+2,63+2,63+2,63+2,62+2,61+2,61+2,61+2,60+2,54+2,54+2,54+2,60+2,45+2,44+2,44+2,44+2,45+2,43+2,44+2,44+2,44+2,43+2,56.0,69.0,66.0,61.0,68.0,62.0,47.0,55.0,46.0,67.0,60.0,68.0,59.0,59.0,52.0,76.0,70.0,37.0,76.0,62.0,33.0,20.0,65.0,55.0,66.0,55.0,52.0,28.0,16.0,6.0,16.0,7.0,11.0,15.0,€2M,Attacker,22-25
Javi Jiménez,22,Spain,68,78,1200000.0,3000.0,1772,Left,1.0,2.0,3.0,High/ High,Normal,No,LM,3.0,"Aug 3, 2017",0,2020,5'8,154lbs,56+2,56+2,56+2,65+2,62+2,62+2,62+2,65+2,64+2,64+2,64+2,67+2,63+2,63+2,63+2,67+2,67+2,65+2,65+2,65+2,67+2,67+2,64+2,64+2,64+2,67+2,64.0,32.0,57.0,66.0,29.0,70.0,63.0,44.0,63.0,72.0,91.0,87.0,86.0,60.0,72.0,30.0,61.0,76.0,70.0,33.0,73.0,62.0,69.0,59.0,37.0,70.0,61.0,66.0,62.0,12.0,7.0,10.0,16.0,12.0,€2.2M,Midfielder,22-25
Carbonell,20,Spain,67,75,1100000.0,2000.0,1771,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CM,19.0,"Jul 27, 2017",0,2020,6'0,165lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,63+2,63+2,61+2,59+2,59+2,59+2,61+2,59.0,70.0,57.0,67.0,49.0,73.0,59.0,47.0,67.0,72.0,66.0,63.0,72.0,63.0,77.0,58.0,56.0,64.0,57.0,70.0,48.0,63.0,59.0,62.0,49.0,54.0,59.0,62.0,55.0,5.0,5.0,12.0,12.0,14.0,€2M,Midfielder,16-21
Catena,23,Spain,67,73,900000.0,3000.0,1511,Right,1.0,3.0,2.0,Low/ High,Lean,No,RCB,5.0,"Jul 2, 2018",0,2021,6'4,176lbs,46+2,46+2,46+2,45+2,45+2,45+2,45+2,45+2,46+2,46+2,46+2,47+2,50+2,50+2,50+2,47+2,59+2,60+2,60+2,60+2,59+2,62+2,66+2,66+2,66+2,62+2,39.0,24.0,70.0,52.0,29.0,35.0,40.0,31.0,44.0,57.0,64.0,63.0,53.0,63.0,54.0,47.0,70.0,70.0,70.0,32.0,63.0,65.0,33.0,44.0,44.0,50.0,66.0,71.0,67.0,9.0,9.0,14.0,8.0,11.0,€1.6M,Defender,22-25
José Suárez,22,Spain,67,78,1000000.0,6000.0,1134,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,30.0,"Jul 8, 2017",0,2021,6'2,176lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,19.0,18.0,23.0,17.0,13.0,17.0,14.0,26.0,25.0,48.0,46.0,49.0,56.0,54.0,21.0,53.0,42.0,65.0,20.0,20.0,17.0,11.0,32.0,29.0,47.0,10.0,15.0,18.0,67.0,63.0,70.0,67.0,69.0,€2.3M,Goalkeeper,22-25
Héctor Verdés,34,Spain,67,67,230000.0,3000.0,1389,Right,1.0,3.0,2.0,Low/ Medium,Normal,No,CB,21.0,"Jul 20, 2018",0,2019,6'1,176lbs,43+2,43+2,43+2,35+2,38+2,38+2,38+2,35+2,38+2,38+2,38+2,38+2,45+2,45+2,45+2,38+2,50+2,58+2,58+2,58+2,50+2,53+2,66+2,66+2,66+2,53+2,31.0,20.0,72.0,56.0,16.0,34.0,38.0,34.0,50.0,42.0,34.0,30.0,32.0,52.0,51.0,75.0,78.0,54.0,85.0,23.0,88.0,62.0,25.0,36.0,32.0,56.0,63.0,64.0,66.0,9.0,11.0,14.0,6.0,6.0,€357K,Defender,31-35
Guruzeta,21,Spain,67,78,1300000.0,6000.0,1607,Right,1.0,4.0,3.0,High/ Medium,Lean,No,ST,30.0,"Jul 1, 2016",0,2019,6'2,170lbs,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,59+2,59+2,59+2,65+2,46+2,44+2,44+2,44+2,46+2,43+2,38+2,38+2,38+2,43+2,57.0,72.0,67.0,68.0,54.0,67.0,59.0,38.0,62.0,68.0,70.0,67.0,71.0,61.0,55.0,67.0,68.0,54.0,56.0,60.0,31.0,20.0,65.0,64.0,71.0,53.0,26.0,17.0,20.0,12.0,14.0,11.0,10.0,5.0,€3.1M,Attacker,16-21
Josema,22,Spain,67,75,975000.0,3000.0,1430,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,4.0,0,Córdoba CF,"Jun 30, 2019",6'0,179lbs,45+2,45+2,45+2,41+2,43+2,43+2,43+2,41+2,43+2,43+2,43+2,43+2,46+2,46+2,46+2,43+2,56+2,57+2,57+2,57+2,56+2,60+2,65+2,65+2,65+2,60+2,28.0,23.0,65.0,60.0,34.0,31.0,37.0,35.0,28.0,53.0,59.0,62.0,35.0,58.0,58.0,49.0,77.0,53.0,69.0,25.0,55.0,62.0,31.0,38.0,48.0,52.0,64.0,73.0,74.0,11.0,7.0,14.0,7.0,7.0,0,Defender,22-25
Quini,28,Spain,67,67,600000.0,3000.0,1808,Right,1.0,4.0,3.0,High/ Medium,Normal,No,RB,17.0,"Jul 1, 2017",0,2020,5'10,163lbs,62+2,62+2,62+2,66+2,63+2,63+2,63+2,66+2,63+2,63+2,63+2,65+2,61+2,61+2,61+2,65+2,66+2,62+2,62+2,62+2,66+2,66+2,61+2,61+2,61+2,66+2,69.0,62.0,58.0,68.0,43.0,69.0,70.0,52.0,56.0,70.0,73.0,80.0,77.0,62.0,79.0,49.0,58.0,71.0,62.0,58.0,59.0,60.0,61.0,42.0,58.0,62.0,54.0,64.0,67.0,14.0,13.0,7.0,14.0,9.0,€960K,Defender,26-30
Caro,24,Spain,67,73,750000.0,4000.0,1134,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,0,Real Valladolid CF,"Jun 30, 2019",6'4,194lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,14.0,23.0,26.0,13.0,17.0,20.0,10.0,34.0,20.0,34.0,36.0,33.0,64.0,32.0,49.0,61.0,42.0,65.0,19.0,16.0,21.0,12.0,32.0,51.0,50.0,12.0,21.0,14.0,63.0,71.0,65.0,72.0,61.0,0,Goalkeeper,22-25
Cristian Rivero,20,Spain,67,79,1100000.0,5000.0,940,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,28.0,"Jul 1, 2017",0,2020,6'2,165lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,7.0,10.0,22.0,9.0,8.0,11.0,14.0,23.0,17.0,20.0,29.0,38.0,62.0,37.0,16.0,65.0,20.0,54.0,8.0,27.0,12.0,4.0,32.0,18.0,47.0,14.0,10.0,11.0,71.0,60.0,62.0,62.0,73.0,€2.5M,Goalkeeper,16-21
Miguel Flaño,33,Spain,67,67,300000.0,4000.0,1660,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,4.0,"Sep 1, 2004",0,2019,5'10,154lbs,52+2,52+2,52+2,50+2,50+2,50+2,50+2,50+2,51+2,51+2,51+2,51+2,54+2,54+2,54+2,51+2,59+2,62+2,62+2,62+2,59+2,60+2,66+2,66+2,66+2,60+2,40.0,45.0,65.0,60.0,40.0,43.0,43.0,49.0,55.0,58.0,55.0,67.0,65.0,61.0,67.0,52.0,92.0,71.0,80.0,45.0,78.0,64.0,36.0,47.0,52.0,64.0,63.0,61.0,64.0,8.0,9.0,10.0,10.0,5.0,€480K,Defender,31-35
Marcelo Djaló,24,Spain,67,72,875000.0,13000.0,1305,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,18.0,0,Fulham,"Jun 30, 2019",6'4,190lbs,43+2,43+2,43+2,35+2,38+2,38+2,38+2,35+2,36+2,36+2,36+2,37+2,40+2,40+2,40+2,37+2,50+2,54+2,54+2,54+2,50+2,53+2,65+2,65+2,65+2,53+2,24.0,22.0,67.0,35.0,25.0,39.0,30.0,30.0,29.0,52.0,31.0,49.0,27.0,57.0,30.0,61.0,62.0,46.0,90.0,19.0,72.0,62.0,28.0,28.0,32.0,46.0,64.0,70.0,64.0,9.0,13.0,15.0,11.0,12.0,0,Defender,22-25
Dani Ojeda,23,Spain,67,72,1000000.0,8000.0,1672,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,LM,7.0,"Jul 2, 2018",0,2021,5'11,165lbs,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,62+2,62+2,62+2,66+2,54+2,52+2,52+2,52+2,54+2,52+2,47+2,47+2,47+2,52+2,62.0,69.0,62.0,64.0,50.0,66.0,35.0,43.0,66.0,68.0,71.0,68.0,61.0,66.0,66.0,61.0,63.0,71.0,62.0,58.0,38.0,32.0,65.0,64.0,72.0,50.0,39.0,38.0,34.0,14.0,13.0,10.0,11.0,10.0,€2.2M,Midfielder,22-25
Josan,28,Spain,67,67,775000.0,3000.0,1673,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,17.0,"Jan 1, 2018",0,2020,5'9,150lbs,61+2,61+2,61+2,66+2,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,58+2,58+2,58+2,66+2,54+2,47+2,47+2,47+2,54+2,51+2,42+2,42+2,42+2,51+2,65.0,57.0,46.0,63.0,57.0,73.0,60.0,55.0,53.0,68.0,82.0,83.0,77.0,61.0,78.0,68.0,71.0,65.0,44.0,53.0,36.0,24.0,60.0,57.0,61.0,56.0,40.0,35.0,33.0,7.0,11.0,6.0,12.0,12.0,€1.2M,Midfielder,26-30
Asdrúbal,27,Spain,67,68,900000.0,4000.0,1782,Right,1.0,3.0,3.0,High/ High,Stocky,No,ST,24.0,"Jan 20, 2018",0,2020,5'8,150lbs,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,51+2,50+2,50+2,50+2,51+2,47+2,45+2,45+2,45+2,47+2,56.0,61.0,51.0,67.0,80.0,69.0,45.0,52.0,53.0,70.0,76.0,74.0,91.0,67.0,78.0,69.0,85.0,79.0,79.0,57.0,79.0,27.0,68.0,55.0,64.0,63.0,31.0,17.0,22.0,11.0,12.0,15.0,13.0,9.0,€1.5M,Attacker,26-30
Juan Muñiz,26,Spain,67,68,900000.0,4000.0,1819,Left,1.0,2.0,3.0,Medium/ Low,Normal,No,RM,19.0,"Jul 13, 2018",0,2020,5'10,163lbs,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,58+2,57+2,57+2,57+2,58+2,55+2,51+2,51+2,51+2,55+2,67.0,59.0,47.0,70.0,55.0,66.0,80.0,82.0,69.0,69.0,63.0,65.0,66.0,66.0,69.0,79.0,57.0,59.0,64.0,71.0,53.0,57.0,62.0,67.0,70.0,60.0,40.0,38.0,44.0,8.0,13.0,16.0,14.0,14.0,€1.5M,Midfielder,26-30
Kike Márquez,28,Spain,67,67,775000.0,3000.0,1766,Right,1.0,4.0,4.0,Medium/ Low,Normal,No,LM,10.0,"Jul 1, 2017",0,2019,5'9,159lbs,63+2,63+2,63+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,51+2,51+2,51+2,51+2,51+2,48+2,46+2,46+2,46+2,48+2,68.0,66.0,44.0,66.0,48.0,70.0,74.0,75.0,62.0,67.0,69.0,66.0,72.0,57.0,72.0,75.0,67.0,54.0,59.0,58.0,76.0,26.0,68.0,69.0,76.0,60.0,40.0,38.0,28.0,14.0,12.0,6.0,12.0,12.0,€1.2M,Midfielder,26-30
Lluis López,21,Spain,67,77,1100000.0,6000.0,1502,Left,1.0,2.0,2.0,Low/ Medium,Normal,No,CB,27.0,"Jul 1, 2015",0,2022,6'0,174lbs,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,49+2,52+2,53+2,53+2,53+2,52+2,60+2,62+2,62+2,62+2,60+2,62+2,65+2,65+2,65+2,62+2,46.0,24.0,70.0,62.0,29.0,47.0,32.0,26.0,58.0,64.0,64.0,58.0,64.0,64.0,49.0,46.0,73.0,51.0,56.0,18.0,71.0,71.0,48.0,31.0,33.0,59.0,61.0,66.0,72.0,8.0,14.0,8.0,6.0,12.0,€2.5M,Defender,16-21
Dani Rodríguez,30,Spain,67,67,700000.0,4000.0,1817,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RCM,14.0,"Jul 2, 2018",0,2021,5'10,157lbs,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,63+2,64+2,64+2,64+2,63+2,63+2,62+2,62+2,62+2,63+2,58.0,68.0,56.0,68.0,46.0,66.0,64.0,57.0,65.0,69.0,70.0,63.0,67.0,69.0,70.0,61.0,67.0,64.0,64.0,67.0,60.0,61.0,59.0,66.0,52.0,62.0,58.0,66.0,62.0,15.0,15.0,9.0,8.0,7.0,€1.1M,Midfielder,26-30
Curro Sánchez,22,Spain,67,74,1100000.0,5000.0,1662,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LM,27.0,"Jul 1, 2013",0,2019,5'9,150lbs,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,63+2,63+2,63+2,66+2,55+2,52+2,52+2,52+2,55+2,53+2,44+2,44+2,44+2,53+2,65.0,60.0,43.0,68.0,51.0,67.0,74.0,65.0,59.0,69.0,72.0,67.0,75.0,59.0,69.0,48.0,45.0,64.0,43.0,65.0,38.0,41.0,66.0,70.0,56.0,56.0,36.0,46.0,35.0,12.0,9.0,9.0,8.0,8.0,€2.5M,Midfielder,22-25
Santamaría,33,Spain,67,67,375000.0,6000.0,1148,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,13.0,"Jan 26, 2018",0,2019,6'0,165lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,20.0,20.0,17.0,17.0,12.0,30.0,20.0,11.0,15.0,48.0,46.0,49.0,62.0,60.0,25.0,72.0,40.0,62.0,12.0,36.0,22.0,13.0,38.0,16.0,47.0,12.0,15.0,11.0,69.0,72.0,65.0,67.0,59.0,€825K,Goalkeeper,31-35
Akieme,20,Spain,67,72,850000.0,4000.0,1649,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,28.0,"Jul 1, 2014",0,2020,5'9,143lbs,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,59+2,55+2,55+2,55+2,59+2,65+2,61+2,61+2,61+2,65+2,65+2,63+2,63+2,63+2,65+2,64.0,26.0,57.0,62.0,21.0,63.0,33.0,36.0,43.0,65.0,76.0,73.0,72.0,60.0,79.0,49.0,75.0,70.0,60.0,44.0,65.0,66.0,55.0,40.0,40.0,49.0,64.0,64.0,66.0,8.0,11.0,14.0,15.0,13.0,€1.9M,Defender,16-21
Tete Morente,21,Spain,67,79,1400000.0,3000.0,1753,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,LM,7.0,"Jul 9, 2017",0,2021,6'0,170lbs,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,64+2,64+2,64+2,66+2,59+2,59+2,59+2,66+2,55+2,52+2,52+2,52+2,55+2,53+2,49+2,49+2,49+2,53+2,64.0,65.0,60.0,58.0,59.0,70.0,63.0,58.0,57.0,69.0,86.0,80.0,79.0,56.0,57.0,64.0,64.0,71.0,67.0,65.0,63.0,40.0,61.0,59.0,59.0,57.0,46.0,35.0,28.0,13.0,9.0,7.0,11.0,10.0,€2.5M,Midfielder,16-21
Jairo,24,Spain,67,70,975000.0,8000.0,1605,Left,1.0,2.0,3.0,High/ Medium,Lean,No,LM,11.0,0,Girona FC,"Jun 30, 2019",5'5,148lbs,61+2,61+2,61+2,67+2,64+2,64+2,64+2,67+2,64+2,64+2,64+2,66+2,56+2,56+2,56+2,66+2,50+2,43+2,43+2,43+2,50+2,47+2,35+2,35+2,35+2,47+2,68.0,63.0,40.0,66.0,57.0,70.0,54.0,48.0,55.0,68.0,87.0,85.0,80.0,48.0,85.0,65.0,49.0,57.0,38.0,52.0,35.0,26.0,65.0,55.0,61.0,60.0,30.0,21.0,26.0,8.0,10.0,7.0,13.0,13.0,0,Midfielder,22-25
Puertas,26,Spain,67,68,900000.0,4000.0,1721,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,10.0,"Jul 1, 2017",0,2020,6'0,170lbs,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,66+2,60+2,60+2,60+2,66+2,54+2,51+2,51+2,51+2,54+2,51+2,45+2,45+2,45+2,51+2,66.0,66.0,55.0,62.0,52.0,70.0,62.0,45.0,59.0,65.0,70.0,73.0,70.0,63.0,73.0,71.0,73.0,80.0,65.0,61.0,39.0,32.0,61.0,60.0,65.0,58.0,44.0,35.0,24.0,15.0,10.0,14.0,12.0,9.0,€1.5M,Midfielder,26-30
Nolaskoain,19,Spain,67,78,1100000.0,3000.0,1752,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CB,31.0,"Jul 1, 2016",0,2024,6'1,176lbs,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,63+2,66+2,66+2,66+2,63+2,63+2,65+2,65+2,65+2,63+2,47.0,63.0,67.0,73.0,48.0,64.0,44.0,45.0,62.0,70.0,66.0,59.0,70.0,65.0,54.0,57.0,73.0,68.0,70.0,45.0,59.0,68.0,60.0,65.0,49.0,62.0,64.0,64.0,62.0,11.0,11.0,7.0,8.0,14.0,€2.6M,Defender,16-21
Héctor Rodas,30,Spain,67,67,575000.0,3000.0,1516,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,3.0,"Aug 20, 2018",0,2020,6'3,187lbs,50+2,50+2,50+2,46+2,46+2,46+2,46+2,46+2,46+2,46+2,46+2,48+2,51+2,51+2,51+2,48+2,58+2,61+2,61+2,61+2,58+2,59+2,66+2,66+2,66+2,59+2,47.0,39.0,64.0,58.0,42.0,40.0,37.0,35.0,55.0,53.0,47.0,55.0,48.0,61.0,48.0,55.0,48.0,55.0,81.0,36.0,74.0,69.0,40.0,33.0,46.0,56.0,68.0,68.0,61.0,13.0,9.0,9.0,14.0,8.0,€920K,Defender,26-30
Castro,23,Spain,67,73,1100000.0,3000.0,1729,Left,1.0,3.0,3.0,High/ Medium,Normal,No,ST,16.0,"Jul 10, 2018",0,2020,5'9,150lbs,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,58+2,58+2,58+2,64+2,51+2,48+2,48+2,48+2,51+2,49+2,45+2,45+2,45+2,49+2,57.0,65.0,58.0,60.0,67.0,64.0,51.0,57.0,51.0,66.0,75.0,72.0,74.0,71.0,75.0,68.0,73.0,72.0,66.0,63.0,56.0,24.0,69.0,59.0,65.0,62.0,32.0,31.0,31.0,10.0,16.0,8.0,10.0,13.0,€1.9M,Attacker,22-25
Borja Viguera,31,Spain,67,67,675000.0,4000.0,1689,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,ST,25.0,"Aug 1, 2018",0,2020,6'0,168lbs,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,61+2,57+2,57+2,57+2,61+2,44+2,45+2,45+2,45+2,44+2,42+2,42+2,42+2,42+2,42+2,46.0,66.0,70.0,56.0,62.0,68.0,70.0,69.0,61.0,69.0,69.0,66.0,65.0,58.0,63.0,72.0,75.0,51.0,71.0,67.0,50.0,25.0,65.0,58.0,80.0,61.0,28.0,24.0,17.0,8.0,6.0,11.0,15.0,8.0,€1.1M,Attacker,31-35
Zubiaurre,21,Spain,67,75,850000.0,4000.0,958,Left,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,30.0,"Jul 1, 2017",0,2021,6'2,181lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,11.0,18.0,16.0,11.0,14.0,12.0,11.0,14.0,16.0,31.0,28.0,33.0,65.0,32.0,21.0,49.0,22.0,58.0,12.0,21.0,14.0,11.0,52.0,10.0,47.0,10.0,12.0,13.0,65.0,66.0,67.0,63.0,68.0,€2M,Goalkeeper,16-21
Camacho,37,Spain,67,67,260000.0,6000.0,1797,Left,1.0,2.0,3.0,Medium/ Medium,Lean,No,CAM,10.0,"Aug 8, 2013",0,2019,5'11,165lbs,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,65+2,65+2,65+2,62+2,66+2,66+2,66+2,62+2,58+2,63+2,63+2,63+2,58+2,57+2,61+2,61+2,61+2,57+2,72.0,66.0,68.0,72.0,57.0,63.0,73.0,77.0,71.0,70.0,40.0,42.0,42.0,58.0,55.0,75.0,43.0,34.0,69.0,70.0,65.0,61.0,69.0,73.0,86.0,70.0,63.0,59.0,55.0,9.0,7.0,8.0,15.0,10.0,€572K,Midfielder,36-40
Tekio,27,Spain,67,67,625000.0,3000.0,1622,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RB,2.0,"Jul 1, 2017",0,2020,5'9,159lbs,49+2,49+2,49+2,51+2,48+2,48+2,48+2,51+2,48+2,48+2,48+2,54+2,53+2,53+2,53+2,54+2,65+2,62+2,62+2,62+2,65+2,66+2,65+2,65+2,65+2,66+2,69.0,36.0,58.0,56.0,20.0,48.0,56.0,25.0,56.0,53.0,66.0,71.0,58.0,54.0,72.0,54.0,73.0,90.0,70.0,39.0,77.0,63.0,35.0,40.0,36.0,62.0,70.0,66.0,71.0,9.0,9.0,8.0,6.0,8.0,€969K,Defender,26-30
Elgezabal,25,Spain,67,71,825000.0,7000.0,1559,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,20.0,0,SD Eibar,"Jun 30, 2019",6'1,163lbs,48+2,48+2,48+2,46+2,47+2,47+2,47+2,46+2,49+2,49+2,49+2,49+2,54+2,54+2,54+2,49+2,59+2,63+2,63+2,63+2,59+2,60+2,66+2,66+2,66+2,60+2,40.0,24.0,66.0,63.0,32.0,39.0,36.0,46.0,62.0,60.0,56.0,51.0,57.0,59.0,56.0,58.0,73.0,65.0,72.0,26.0,72.0,66.0,38.0,46.0,41.0,61.0,63.0,67.0,68.0,8.0,14.0,14.0,15.0,6.0,0,Defender,22-25
Juande,31,Spain,67,67,525000.0,2000.0,1703,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,RDM,27.0,"Jul 19, 2018",0,2020,6'0,165lbs,53+2,53+2,53+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,62+2,65+2,65+2,65+2,62+2,63+2,64+2,64+2,64+2,63+2,46.0,32.0,52.0,67.0,48.0,58.0,46.0,55.0,64.0,62.0,66.0,65.0,65.0,58.0,49.0,49.0,64.0,74.0,72.0,47.0,75.0,67.0,60.0,64.0,48.0,58.0,64.0,66.0,64.0,13.0,5.0,12.0,12.0,14.0,€656K,Midfielder,31-35
Pol García,23,Spain,67,73,900000.0,4000.0,1478,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,4.0,"Jul 11, 2018",0,2020,6'0,165lbs,44+2,44+2,44+2,45+2,43+2,43+2,43+2,45+2,45+2,45+2,45+2,46+2,49+2,49+2,49+2,46+2,58+2,59+2,59+2,59+2,58+2,60+2,66+2,66+2,66+2,60+2,57.0,22.0,69.0,54.0,27.0,36.0,33.0,33.0,56.0,53.0,58.0,66.0,58.0,58.0,38.0,49.0,74.0,36.0,69.0,37.0,71.0,66.0,22.0,47.0,52.0,59.0,67.0,68.0,69.0,7.0,6.0,7.0,7.0,6.0,€1.5M,Defender,22-25
Bernabé,25,Spain,67,73,750000.0,2000.0,1102,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,13.0,"Jul 20, 2017",0,2020,6'2,168lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,19.0,18.0,23.0,17.0,14.0,16.0,19.0,22.0,20.0,45.0,46.0,30.0,61.0,52.0,18.0,63.0,45.0,60.0,14.0,21.0,20.0,13.0,32.0,23.0,48.0,16.0,14.0,20.0,65.0,69.0,64.0,66.0,65.0,€1.4M,Goalkeeper,22-25
