Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
Edu Ramos,26,Spain,69,73,1100000.0,5000.0,1738,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CDM,24.0,"Aug 30, 2018",0,2019,5.1,148.0,56.0,56.0,56.0,60.0,60.0,60.0,60.0,60.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,63.0,65.0,68.0,68.0,68.0,65.0,64.0,61.0,61.0,61.0,64.0,57.0,46.0,34.0,78.0,37.0,52.0,48.0,53.0,74.0,70.0,65.0,67.0,73.0,63.0,74.0,66.0,54.0,74.0,69.0,49.0,61.0,66.0,56.0,64.0,48.0,58.0,60.0,66.0,61.0,15.0,6.0,9.0,14.0,9.0,€1.9M
Pablo Pérez,24,Spain,69,73,1400000.0,5000.0,1819,Right,1.0,3.0,3.0,Medium/ Low,Lean,No,CAM,22.0,"Aug 1, 2014",0,2020,6.2,174.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,59.0,60.0,60.0,60.0,59.0,58.0,56.0,56.0,56.0,58.0,60.0,64.0,76.0,72.0,63.0,67.0,67.0,60.0,70.0,70.0,58.0,62.0,68.0,64.0,44.0,64.0,75.0,72.0,67.0,61.0,40.0,54.0,71.0,69.0,78.0,63.0,49.0,48.0,47.0,9.0,10.0,15.0,13.0,12.0,€2.3M
Jon Toral,23,Spain,69,74,1400000.0,12000.0,1780,Left,1.0,3.0,3.0,Medium/ Medium,Lean,No,CAM,10.0,"Aug 24, 2017",0,2020,6.0,170.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,66.0,66.0,66.0,68.0,60.0,59.0,59.0,59.0,60.0,59.0,54.0,54.0,54.0,59.0,67.0,59.0,59.0,71.0,63.0,68.0,59.0,59.0,66.0,71.0,74.0,70.0,69.0,59.0,66.0,67.0,54.0,65.0,59.0,65.0,46.0,46.0,69.0,72.0,49.0,61.0,43.0,59.0,48.0,7.0,16.0,14.0,9.0,12.0,€2.8M
Tomeu Nadal,29,Spain,69,70,825000.0,4000.0,1014,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,13.0,"Jul 1, 2016",0,2021,6.2,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,18.0,14.0,14.0,12.0,18.0,16.0,13.0,23.0,40.0,38.0,31.0,63.0,33.0,14.0,64.0,32.0,41.0,17.0,20.0,15.0,6.0,29.0,23.0,48.0,29.0,13.0,12.0,64.0,72.0,67.0,69.0,68.0,€1.4M
Brian Oliván,24,Spain,69,76,1200000.0,4000.0,1848,Left,1.0,3.0,3.0,High/ Medium,Lean,No,LB,2.0,"Jul 1, 2017",0,2021,5.1,154.0,62.0,62.0,62.0,65.0,63.0,63.0,63.0,65.0,62.0,62.0,62.0,67.0,63.0,63.0,63.0,67.0,69.0,65.0,65.0,65.0,69.0,67.0,63.0,63.0,63.0,67.0,74.0,55.0,57.0,63.0,51.0,70.0,71.0,41.0,59.0,71.0,68.0,74.0,68.0,66.0,69.0,63.0,62.0,91.0,63.0,48.0,78.0,70.0,64.0,49.0,62.0,61.0,53.0,63.0,64.0,13.0,15.0,13.0,8.0,12.0,€2.2M
Isaac Becerra,30,Spain,69,69,675000.0,4000.0,1264,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 31, 2018",0,2021,6.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,20.0,38.0,16.0,13.0,22.0,20.0,34.0,19.0,51.0,55.0,68.0,67.0,58.0,25.0,80.0,43.0,67.0,12.0,32.0,21.0,14.0,33.0,25.0,51.0,24.0,21.0,19.0,73.0,66.0,63.0,62.0,71.0,€1.1M
Álex Mula,21,Spain,69,77,1600000.0,4000.0,1706,Right,1.0,3.0,3.0,High/ Medium,Normal,Yes,LM,28.0,"Jul 1, 2013",0,2021,5.1,141.0,63.0,63.0,63.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,68.0,63.0,63.0,63.0,68.0,56.0,54.0,54.0,54.0,56.0,53.0,48.0,48.0,48.0,53.0,72.0,63.0,48.0,69.0,50.0,72.0,65.0,42.0,65.0,70.0,72.0,73.0,71.0,63.0,71.0,59.0,68.0,63.0,66.0,58.0,55.0,41.0,62.0,64.0,48.0,59.0,33.0,36.0,38.0,9.0,7.0,12.0,9.0,12.0,€2.8M
Undabarrena,23,Spain,69,77,1300000.0,4000.0,1813,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,LCM,20.0,"Jul 3, 2018",0,2021,6.0,168.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,62.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,64.0,65.0,67.0,67.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,68.0,50.0,67.0,74.0,65.0,66.0,67.0,59.0,70.0,71.0,53.0,55.0,63.0,61.0,69.0,64.0,66.0,70.0,68.0,53.0,60.0,67.0,51.0,68.0,44.0,64.0,65.0,66.0,63.0,13.0,9.0,14.0,5.0,9.0,€2.4M
Brahim Díaz,18,Spain,69,86,2200000.0,24000.0,1628,Right,1.0,5.0,4.0,Medium/ Medium,Normal,Yes,LW,55.0,"Aug 31, 2016",0,2019,5.7,150.0,62.0,62.0,62.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,60.0,60.0,60.0,67.0,50.0,46.0,46.0,46.0,50.0,45.0,37.0,37.0,37.0,45.0,53.0,66.0,30.0,71.0,44.0,76.0,62.0,47.0,50.0,74.0,78.0,71.0,81.0,61.0,84.0,70.0,65.0,58.0,38.0,63.0,41.0,20.0,65.0,64.0,58.0,62.0,43.0,23.0,21.0,13.0,9.0,13.0,10.0,6.0,€5.4M
Ratón,25,Spain,69,73,975000.0,4000.0,1110,Left,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,13.0,"Jul 15, 2016",0,2019,6.4,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,13.0,40.0,6.0,10.0,14.0,12.0,34.0,28.0,47.0,52.0,68.0,67.0,34.0,21.0,67.0,38.0,66.0,7.0,23.0,11.0,8.0,33.0,15.0,49.0,11.0,14.0,14.0,65.0,70.0,69.0,69.0,68.0,€1.6M
Diego Caballo,24,Spain,69,76,1200000.0,4000.0,1801,Left,1.0,2.0,2.0,Medium/ High,Lean,No,LB,17.0,"Jul 2, 2017",0,2019,5.8,152.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,66.0,65.0,65.0,65.0,66.0,68.0,65.0,65.0,65.0,68.0,67.0,64.0,64.0,64.0,67.0,78.0,60.0,67.0,72.0,49.0,65.0,65.0,29.0,73.0,62.0,70.0,72.0,60.0,60.0,68.0,65.0,63.0,70.0,56.0,62.0,65.0,65.0,65.0,58.0,39.0,60.0,51.0,71.0,72.0,10.0,8.0,8.0,12.0,11.0,€2.2M
Villalibre,20,Spain,68,77,1400000.0,7000.0,1683,Left,1.0,3.0,3.0,Medium/ Medium,Stocky,No,ST,28.0,"Jul 1, 2015",0,2019,6.0,196.0,67.0,67.0,67.0,61.0,63.0,63.0,63.0,61.0,60.0,60.0,60.0,59.0,54.0,54.0,54.0,59.0,45.0,46.0,46.0,46.0,45.0,44.0,46.0,46.0,46.0,44.0,34.0,66.0,68.0,55.0,65.0,67.0,53.0,36.0,45.0,64.0,72.0,73.0,72.0,60.0,67.0,78.0,76.0,62.0,86.0,57.0,62.0,31.0,65.0,52.0,70.0,58.0,41.0,19.0,18.0,13.0,15.0,15.0,12.0,14.0,€3.2M
David Rocha,33,Spain,68,68,525000.0,4000.0,1869,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RCM,21.0,"Jul 4, 2018",0,2020,5.1,170.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,64.0,67.0,67.0,67.0,64.0,63.0,65.0,65.0,65.0,63.0,62.0,62.0,62.0,62.0,62.0,64.0,59.0,55.0,71.0,56.0,64.0,71.0,73.0,70.0,67.0,57.0,53.0,63.0,65.0,70.0,75.0,64.0,76.0,69.0,70.0,74.0,58.0,60.0,70.0,58.0,63.0,59.0,61.0,59.0,12.0,11.0,10.0,13.0,12.0,€840K
Alberto Perea,27,Spain,68,68,950000.0,4000.0,1699,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CAM,10.0,"Jul 17, 2017",0,2020,5.9,152.0,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,66.0,61.0,61.0,61.0,66.0,50.0,48.0,48.0,48.0,50.0,47.0,41.0,41.0,41.0,47.0,64.0,64.0,52.0,62.0,60.0,68.0,69.0,75.0,65.0,69.0,74.0,74.0,74.0,66.0,71.0,66.0,70.0,63.0,56.0,70.0,44.0,23.0,68.0,62.0,47.0,67.0,35.0,29.0,17.0,13.0,9.0,8.0,6.0,6.0,€1.5M
Sergi Canós,21,Spain,68,74,1200000.0,14000.0,1803,Right,1.0,3.0,3.0,High/ High,Normal,No,RW,7.0,"Jan 31, 2017",0,2022,5.9,165.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,65.0,62.0,62.0,62.0,65.0,59.0,58.0,58.0,58.0,59.0,58.0,56.0,56.0,56.0,58.0,64.0,64.0,51.0,61.0,56.0,73.0,51.0,55.0,50.0,65.0,74.0,70.0,76.0,65.0,84.0,70.0,52.0,56.0,65.0,65.0,75.0,58.0,68.0,70.0,55.0,62.0,45.0,55.0,50.0,7.0,8.0,15.0,15.0,15.0,€2.6M
Koke Vegas,22,Spain,68,77,1000000.0,6000.0,1066,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2016",0,2020,6.2,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,15.0,12.0,15.0,11.0,13.0,12.0,20.0,10.0,52.0,52.0,60.0,65.0,42.0,21.0,62.0,34.0,55.0,15.0,30.0,12.0,10.0,42.0,11.0,48.0,16.0,12.0,10.0,72.0,69.0,60.0,65.0,66.0,€2.4M
Unai García,25,Spain,68,73,1000000.0,4000.0,1687,Left,1.0,3.0,2.0,Low/ Medium,Normal,No,RCB,15.0,"Jul 1, 2011",0,2020,6.1,179.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,57.0,59.0,59.0,59.0,57.0,65.0,66.0,66.0,66.0,65.0,66.0,67.0,67.0,67.0,66.0,54.0,39.0,67.0,69.0,27.0,45.0,26.0,47.0,62.0,64.0,66.0,74.0,58.0,60.0,64.0,57.0,89.0,87.0,77.0,31.0,67.0,66.0,39.0,51.0,42.0,63.0,55.0,70.0,68.0,13.0,16.0,11.0,14.0,12.0,€1.7M
Raúl Cámara,34,Spain,68,68,250000.0,4000.0,1821,Right,1.0,3.0,3.0,High/ High,Lean,No,RB,23.0,"Jul 1, 2013",0,2019,5.7,141.0,58.0,58.0,58.0,63.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,64.0,60.0,60.0,60.0,64.0,67.0,64.0,64.0,64.0,67.0,66.0,65.0,65.0,65.0,66.0,66.0,45.0,52.0,68.0,40.0,64.0,56.0,40.0,53.0,63.0,81.0,87.0,89.0,65.0,71.0,59.0,82.0,75.0,71.0,45.0,72.0,57.0,54.0,58.0,49.0,60.0,70.0,64.0,64.0,8.0,15.0,10.0,13.0,15.0,€400K
Merquelanz,23,Spain,68,75,1300000.0,10000.0,1646,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LW,16.0,"Jul 1, 2014",0,2019,5.9,159.0,61.0,61.0,61.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,66.0,63.0,63.0,63.0,66.0,55.0,53.0,53.0,53.0,55.0,53.0,46.0,46.0,46.0,53.0,65.0,65.0,36.0,68.0,40.0,72.0,62.0,43.0,59.0,71.0,69.0,69.0,68.0,64.0,78.0,54.0,52.0,55.0,59.0,62.0,50.0,39.0,66.0,65.0,44.0,61.0,25.0,45.0,47.0,12.0,14.0,14.0,7.0,7.0,€2.9M
Jorge García,34,Spain,68,68,270000.0,3000.0,1508,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,5.0,"Aug 3, 2017",0,2019,6.0,174.0,47.0,47.0,47.0,42.0,44.0,44.0,44.0,42.0,43.0,43.0,43.0,43.0,48.0,48.0,48.0,43.0,55.0,58.0,58.0,58.0,55.0,58.0,66.0,66.0,66.0,58.0,42.0,34.0,74.0,51.0,29.0,33.0,37.0,49.0,45.0,45.0,33.0,54.0,48.0,60.0,56.0,60.0,66.0,50.0,72.0,36.0,68.0,71.0,38.0,47.0,56.0,49.0,69.0,67.0,65.0,6.0,12.0,14.0,14.0,7.0,€419K
Eugeni,23,Spain,68,75,1300000.0,8000.0,1808,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CAM,17.0,0,SD Huesca,"Jun 30, 2019",6.0,165.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,65.0,66.0,66.0,66.0,65.0,60.0,62.0,62.0,62.0,60.0,59.0,58.0,58.0,58.0,59.0,57.0,71.0,56.0,72.0,63.0,64.0,62.0,70.0,65.0,72.0,63.0,67.0,79.0,60.0,59.0,61.0,62.0,66.0,74.0,65.0,47.0,57.0,59.0,67.0,70.0,56.0,55.0,59.0,46.0,6.0,10.0,7.0,10.0,7.0,0
Reguilón,21,Spain,68,80,1400000.0,28000.0,1619,Left,1.0,3.0,3.0,High/ Medium,Normal,No,LB,23.0,"Jul 1, 2017",0,2020,5.1,150.0,52.0,52.0,52.0,58.0,56.0,56.0,56.0,58.0,57.0,57.0,57.0,61.0,58.0,58.0,58.0,61.0,67.0,62.0,62.0,62.0,67.0,67.0,63.0,63.0,63.0,67.0,66.0,22.0,59.0,62.0,18.0,63.0,50.0,39.0,44.0,67.0,74.0,72.0,52.0,66.0,71.0,54.0,60.0,72.0,45.0,33.0,58.0,67.0,56.0,54.0,42.0,64.0,66.0,68.0,68.0,11.0,14.0,9.0,5.0,12.0,€3.2M
Soriano,20,Spain,68,77,1100000.0,3000.0,1111,Left,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,13.0,"Jul 1, 2016",0,2022,6.1,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,20.0,23.0,13.0,20.0,32.0,24.0,24.0,23.0,34.0,34.0,40.0,65.0,40.0,31.0,63.0,35.0,55.0,16.0,25.0,16.0,12.0,38.0,28.0,47.0,16.0,10.0,14.0,71.0,66.0,63.0,62.0,71.0,€2.4M
Gerard Badía,28,Spain,68,68,900000.0,4000.0,1762,Left,1.0,3.0,3.0,High/ Medium,Normal,No,RM,21.0,"Jul 1, 2014",0,2019,5.9,159.0,63.0,63.0,63.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,61.0,61.0,61.0,67.0,53.0,50.0,50.0,50.0,53.0,49.0,42.0,42.0,42.0,49.0,66.0,62.0,38.0,66.0,64.0,69.0,77.0,66.0,65.0,68.0,73.0,77.0,80.0,63.0,69.0,62.0,77.0,67.0,70.0,65.0,42.0,27.0,66.0,66.0,66.0,67.0,39.0,23.0,30.0,12.0,12.0,10.0,16.0,9.0,€1.2M
Cristian Ceballos,25,Spain,68,71,1100000.0,5000.0,1723,Left,1.0,4.0,3.0,Medium/ Medium,Lean,No,CAM,19.0,"Jul 19, 2017",0,2020,5.1,150.0,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,61.0,61.0,61.0,67.0,49.0,47.0,47.0,47.0,49.0,46.0,40.0,40.0,40.0,46.0,63.0,61.0,54.0,65.0,56.0,71.0,72.0,57.0,65.0,69.0,78.0,77.0,77.0,63.0,73.0,72.0,74.0,59.0,59.0,67.0,58.0,21.0,59.0,70.0,67.0,65.0,23.0,27.0,20.0,8.0,12.0,10.0,6.0,10.0,€1.8M
Tyronne,27,Spain,68,68,950000.0,5000.0,1762,Left,1.0,3.0,3.0,High/ Medium,Normal,No,RM,11.0,"Jul 15, 2017",0,2020,5.11,159.0,62.0,62.0,62.0,66.0,65.0,65.0,65.0,66.0,65.0,65.0,65.0,66.0,62.0,62.0,62.0,66.0,58.0,57.0,57.0,57.0,58.0,56.0,54.0,54.0,54.0,56.0,64.0,57.0,51.0,66.0,40.0,70.0,64.0,65.0,55.0,66.0,78.0,73.0,82.0,66.0,74.0,54.0,68.0,67.0,73.0,55.0,53.0,49.0,68.0,64.0,62.0,70.0,55.0,46.0,34.0,11.0,6.0,8.0,8.0,10.0,€1.5M
Rubén,34,Spain,68,68,375000.0,3000.0,1166,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,13.0,"Jul 5, 2018",0,2019,6.2,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,31.0,11.0,15.0,11.0,28.0,32.0,20.0,38.0,41.0,51.0,66.0,52.0,31.0,73.0,33.0,60.0,20.0,33.0,18.0,14.0,45.0,25.0,52.0,15.0,13.0,12.0,70.0,68.0,71.0,66.0,65.0,€600K
Fausto Tienza,28,Spain,68,68,900000.0,3000.0,1809,Right,1.0,3.0,3.0,Medium/ High,Normal,No,LDM,14.0,"Jul 17, 2018",0,2019,6.0,172.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,64.0,67.0,67.0,67.0,64.0,65.0,68.0,68.0,68.0,65.0,65.0,67.0,67.0,67.0,65.0,49.0,53.0,55.0,67.0,32.0,66.0,49.0,47.0,64.0,68.0,66.0,68.0,61.0,67.0,61.0,62.0,73.0,75.0,75.0,58.0,83.0,70.0,68.0,70.0,48.0,62.0,63.0,67.0,64.0,7.0,14.0,14.0,14.0,11.0,€1.4M
Pejiño,21,Spain,68,77,1400000.0,5000.0,1638,Left,1.0,2.0,3.0,High/ Low,Lean,No,LM,26.0,"Jul 1, 2017",0,2022,5.9,148.0,61.0,61.0,61.0,67.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,61.0,61.0,61.0,67.0,55.0,50.0,50.0,50.0,55.0,52.0,42.0,42.0,42.0,52.0,70.0,61.0,42.0,65.0,56.0,73.0,67.0,56.0,58.0,70.0,76.0,69.0,71.0,64.0,75.0,59.0,49.0,62.0,49.0,59.0,34.0,39.0,65.0,62.0,48.0,58.0,32.0,36.0,35.0,11.0,7.0,8.0,5.0,5.0,€3.2M
David García,24,Spain,68,73,1000000.0,4000.0,1651,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,5.0,"Aug 2, 2013",0,2020,6.1,159.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,60.0,61.0,61.0,61.0,60.0,64.0,66.0,66.0,66.0,64.0,64.0,66.0,66.0,66.0,64.0,53.0,35.0,66.0,64.0,37.0,61.0,33.0,38.0,65.0,66.0,57.0,66.0,50.0,68.0,64.0,43.0,82.0,74.0,74.0,25.0,68.0,70.0,58.0,52.0,43.0,67.0,63.0,64.0,63.0,11.0,16.0,7.0,7.0,8.0,€1.7M
Nacho Méndez,20,Spain,68,81,1700000.0,3000.0,1756,Left,1.0,3.0,3.0,Medium/ Medium,Lean,No,CM,14.0,"Jul 1, 2017",0,2021,5.1,161.0,60.0,60.0,60.0,66.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,67.0,61.0,60.0,60.0,60.0,61.0,59.0,53.0,53.0,53.0,59.0,69.0,57.0,44.0,73.0,53.0,67.0,63.0,70.0,69.0,70.0,67.0,64.0,73.0,65.0,74.0,61.0,50.0,70.0,55.0,50.0,60.0,54.0,65.0,69.0,55.0,69.0,43.0,51.0,50.0,8.0,13.0,10.0,6.0,8.0,€3.8M
Nando,24,Spain,68,74,1200000.0,8000.0,1716,Right,1.0,3.0,3.0,Medium/ High,Normal,No,RW,21.0,0,Deportivo Alavés,"Jun 30, 2019",5.1,150.0,62.0,62.0,62.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,67.0,61.0,61.0,61.0,67.0,55.0,52.0,52.0,52.0,55.0,52.0,45.0,45.0,45.0,52.0,67.0,65.0,38.0,66.0,54.0,71.0,65.0,58.0,63.0,70.0,75.0,78.0,75.0,61.0,74.0,64.0,61.0,61.0,49.0,67.0,52.0,30.0,63.0,60.0,57.0,62.0,47.0,37.0,35.0,8.0,14.0,11.0,14.0,6.0,0
Javi Hernández,29,Spain,68,68,875000.0,3000.0,1727,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LCM,19.0,"Aug 15, 2017",0,2020,6.0,170.0,62.0,62.0,62.0,66.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,65.0,64.0,64.0,64.0,65.0,56.0,56.0,56.0,56.0,56.0,53.0,48.0,48.0,48.0,53.0,62.0,65.0,37.0,67.0,59.0,68.0,70.0,71.0,65.0,70.0,67.0,73.0,73.0,61.0,73.0,74.0,37.0,63.0,61.0,68.0,40.0,52.0,55.0,69.0,58.0,48.0,48.0,48.0,25.0,8.0,11.0,12.0,7.0,10.0,€1.2M
De La Hoz,26,Spain,68,71,925000.0,4000.0,1708,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LDM,6.0,"Jul 4, 2018",0,2020,5.1,154.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,61.0,64.0,64.0,64.0,62.0,67.0,67.0,67.0,62.0,63.0,67.0,67.0,67.0,63.0,63.0,64.0,64.0,64.0,63.0,43.0,67.0,55.0,68.0,34.0,63.0,36.0,32.0,66.0,66.0,41.0,64.0,59.0,67.0,71.0,43.0,69.0,80.0,70.0,68.0,59.0,69.0,65.0,66.0,42.0,55.0,59.0,70.0,63.0,8.0,12.0,12.0,9.0,12.0,€1.5M
Juanma,27,Spain,68,68,950000.0,3000.0,1559,Right,1.0,3.0,2.0,High/ Low,Normal,No,ST,9.0,"Jan 14, 2017",0,2023,6.2,174.0,66.0,66.0,66.0,59.0,63.0,63.0,63.0,59.0,60.0,60.0,60.0,59.0,57.0,57.0,57.0,59.0,46.0,48.0,48.0,48.0,46.0,45.0,47.0,47.0,47.0,45.0,44.0,70.0,68.0,55.0,61.0,56.0,44.0,45.0,45.0,68.0,53.0,59.0,34.0,60.0,36.0,73.0,40.0,69.0,90.0,54.0,56.0,25.0,73.0,62.0,66.0,63.0,28.0,46.0,19.0,12.0,10.0,8.0,14.0,16.0,€1.2M
Josete,30,Spain,68,68,675000.0,4000.0,1679,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,4.0,"Jul 1, 2017",0,2019,5.1,174.0,54.0,54.0,54.0,50.0,49.0,49.0,49.0,50.0,49.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0,60.0,60.0,60.0,60.0,60.0,63.0,67.0,67.0,67.0,63.0,58.0,48.0,73.0,65.0,47.0,32.0,41.0,59.0,57.0,52.0,74.0,71.0,70.0,58.0,59.0,67.0,88.0,51.0,74.0,36.0,74.0,61.0,33.0,41.0,39.0,62.0,65.0,64.0,70.0,9.0,14.0,10.0,9.0,10.0,€1.1M
Carrillo,24,Spain,68,75,1300000.0,4000.0,1608,Right,1.0,3.0,2.0,High/ Medium,Lean,No,ST,21.0,"Sep 1, 2017",0,2020,6.3,176.0,66.0,66.0,66.0,65.0,66.0,66.0,66.0,65.0,64.0,64.0,64.0,63.0,56.0,56.0,56.0,63.0,48.0,41.0,41.0,41.0,48.0,45.0,37.0,37.0,37.0,45.0,59.0,72.0,69.0,65.0,59.0,66.0,45.0,39.0,36.0,61.0,69.0,69.0,55.0,62.0,55.0,75.0,76.0,71.0,39.0,71.0,34.0,13.0,69.0,63.0,77.0,55.0,35.0,19.0,23.0,11.0,12.0,14.0,13.0,12.0,€2.3M
Fran Carbia,26,Spain,68,69,1100000.0,4000.0,1759,Right,1.0,3.0,3.0,Medium/ High,Normal,No,RM,11.0,"Jul 12, 2013",0,2019,5.8,148.0,65.0,65.0,65.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,67.0,61.0,61.0,61.0,67.0,56.0,53.0,53.0,53.0,56.0,53.0,48.0,48.0,48.0,53.0,65.0,64.0,62.0,62.0,51.0,70.0,64.0,57.0,59.0,66.0,80.0,78.0,81.0,70.0,74.0,57.0,63.0,65.0,57.0,59.0,54.0,51.0,70.0,61.0,60.0,59.0,58.0,20.0,23.0,15.0,13.0,9.0,9.0,12.0,€1.7M
Iván Villar,20,Spain,68,75,950000.0,4000.0,1040,Right,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,26.0,"Jul 1, 2014",0,2019,6.2,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,16.0,23.0,12.0,21.0,20.0,15.0,22.0,17.0,32.0,33.0,38.0,67.0,37.0,21.0,52.0,30.0,52.0,15.0,18.0,18.0,12.0,46.0,23.0,46.0,10.0,15.0,15.0,71.0,63.0,65.0,65.0,71.0,€2.2M
Kevin,25,Spain,68,73,975000.0,8000.0,1692,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RB,20.0,"Jul 1, 2011",0,2023,5.8,159.0,57.0,57.0,57.0,60.0,58.0,58.0,58.0,60.0,57.0,57.0,57.0,61.0,57.0,57.0,57.0,61.0,66.0,61.0,61.0,61.0,66.0,66.0,62.0,62.0,62.0,66.0,69.0,44.0,60.0,64.0,28.0,65.0,49.0,45.0,46.0,68.0,70.0,72.0,63.0,61.0,79.0,51.0,63.0,74.0,60.0,47.0,54.0,63.0,58.0,33.0,46.0,57.0,59.0,67.0,70.0,11.0,15.0,9.0,15.0,14.0,€2.1M
