Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
D. Mendoza,25,Argentina,67,69,950000.0,6000.0,1603,Right,1.0,3.0,3.0,High/ Low,Normal,No,ST,16.0,"Jun 17, 2016",0,2020,6'1,190lbs,66+2,66+2,66+2,61+2,63+2,63+2,63+2,61+2,62+2,62+2,62+2,60+2,58+2,58+2,58+2,60+2,47+2,47+2,47+2,47+2,47+2,45+2,44+2,44+2,44+2,45+2,41.0,67.0,69.0,62.0,64.0,64.0,52.0,35.0,55.0,66.0,53.0,70.0,63.0,62.0,48.0,71.0,67.0,65.0,78.0,70.0,30.0,33.0,62.0,55.0,65.0,67.0,23.0,38.0,17.0,14.0,14.0,13.0,11.0,6.0,€1.5M,Attacker,22-25
A. Calello,31,Argentina,67,67,525000.0,5000.0,1655,Right,1.0,3.0,2.0,Medium/ High,Normal,No,LDM,7.0,"Jul 27, 2018",0,2019,5'10,157lbs,53+2,53+2,53+2,57+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,59+2,63+2,63+2,63+2,59+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,63+2,63+2,52.0,34.0,47.0,69.0,28.0,60.0,61.0,40.0,61.0,69.0,55.0,48.0,66.0,61.0,64.0,48.0,51.0,84.0,68.0,51.0,60.0,62.0,62.0,52.0,41.0,50.0,66.0,73.0,66.0,12.0,15.0,7.0,13.0,9.0,€788K,Midfielder,31-35
A. Lioi,21,Argentina,67,79,1400000.0,4000.0,1699,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RM,18.0,"Nov 15, 2017",0,2021,5'9,148lbs,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,65+2,62+2,62+2,62+2,65+2,62+2,59+2,59+2,59+2,62+2,60+2,54+2,54+2,54+2,60+2,61.0,65.0,45.0,67.0,53.0,71.0,53.0,47.0,58.0,68.0,71.0,70.0,70.0,61.0,78.0,61.0,54.0,74.0,51.0,43.0,48.0,60.0,59.0,57.0,53.0,68.0,48.0,52.0,56.0,11.0,10.0,8.0,8.0,8.0,€2.3M,Midfielder,16-21
M. López,27,Argentina,67,70,775000.0,3000.0,1558,Right,1.0,3.0,2.0,High/ Low,Normal,No,LCB,15.0,"Jul 12, 2017",0,2020,6'2,176lbs,51+2,51+2,51+2,50+2,51+2,51+2,51+2,50+2,51+2,51+2,51+2,53+2,56+2,56+2,56+2,53+2,61+2,63+2,63+2,63+2,61+2,62+2,66+2,66+2,66+2,62+2,45.0,32.0,75.0,66.0,37.0,57.0,36.0,39.0,62.0,63.0,54.0,60.0,32.0,60.0,56.0,50.0,62.0,65.0,71.0,45.0,62.0,64.0,34.0,36.0,38.0,52.0,61.0,69.0,68.0,16.0,11.0,9.0,11.0,12.0,€1.3M,Defender,26-30
G. Díaz,28,Argentina,67,67,775000.0,5000.0,1652,Left,1.0,2.0,3.0,Medium/ Low,Normal,No,LM,20.0,"Aug 19, 2017",0,2018,5'7,159lbs,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,52+2,49+2,49+2,49+2,52+2,50+2,44+2,44+2,44+2,50+2,63.0,53.0,48.0,64.0,56.0,71.0,57.0,45.0,60.0,70.0,76.0,77.0,76.0,60.0,74.0,65.0,47.0,52.0,57.0,51.0,49.0,25.0,63.0,66.0,62.0,64.0,35.0,39.0,36.0,9.0,12.0,15.0,9.0,10.0,€1.2M,Midfielder,26-30
J. Fernández,23,Argentina,67,75,975000.0,2000.0,1768,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCM,5.0,"Jun 28, 2017",0,2023,5'10,159lbs,59+2,59+2,59+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,65+2,66+2,66+2,66+2,65+2,66+2,66+2,66+2,66+2,66+2,42.0,49.0,64.0,61.0,36.0,59.0,41.0,43.0,59.0,63.0,75.0,74.0,64.0,59.0,75.0,61.0,61.0,92.0,72.0,56.0,67.0,70.0,55.0,60.0,52.0,64.0,68.0,67.0,65.0,10.0,15.0,12.0,9.0,12.0,€1.5M,Midfielder,22-25
M. Bravo,31,Argentina,67,67,675000.0,6000.0,1761,Left,1.0,3.0,3.0,High/ Low,Normal,No,ST,23.0,"Jul 23, 2018",0,2020,5'6,159lbs,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,61+2,61+2,61+2,65+2,52+2,51+2,51+2,51+2,52+2,50+2,46+2,46+2,46+2,50+2,62.0,61.0,66.0,67.0,62.0,69.0,59.0,53.0,64.0,66.0,70.0,75.0,75.0,60.0,77.0,71.0,77.0,74.0,68.0,66.0,59.0,30.0,63.0,61.0,67.0,77.0,32.0,31.0,27.0,9.0,6.0,7.0,11.0,16.0,€979K,Attacker,31-35
N. Linares,22,Argentina,67,77,1100000.0,4000.0,1771,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CDM,15.0,"Jul 1, 2017",0,2021,5'9,159lbs,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,65+2,65+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,64+2,56.0,52.0,51.0,69.0,54.0,67.0,53.0,56.0,63.0,65.0,66.0,64.0,62.0,64.0,74.0,62.0,60.0,72.0,63.0,50.0,60.0,67.0,52.0,63.0,58.0,60.0,68.0,66.0,64.0,9.0,7.0,7.0,14.0,13.0,€1.8M,Midfielder,22-25
N. Stefanelli,24,Argentina,67,74,1100000.0,3000.0,1783,Right,1.0,4.0,3.0,Medium/ High,Stocky,No,ST,22.0,"Jul 15, 2017",0,2020,5'5,157lbs,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,67+2,67+2,67+2,67+2,60+2,60+2,60+2,67+2,52+2,48+2,48+2,48+2,52+2,50+2,43+2,43+2,43+2,50+2,54.0,71.0,55.0,57.0,63.0,70.0,62.0,46.0,50.0,69.0,87.0,85.0,92.0,60.0,92.0,62.0,91.0,73.0,55.0,56.0,58.0,39.0,70.0,73.0,55.0,56.0,38.0,16.0,27.0,7.0,13.0,12.0,11.0,14.0,€1.6M,Attacker,22-25
J. Andrada,23,Argentina,67,75,975000.0,4000.0,1650,Right,1.0,3.0,3.0,Medium/ High,Normal,No,CDM,30.0,"Jan 4, 2016",0,2021,6'0,170lbs,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,55+2,55+2,55+2,56+2,60+2,60+2,60+2,56+2,64+2,66+2,66+2,66+2,64+2,63+2,66+2,66+2,66+2,63+2,52.0,40.0,57.0,66.0,37.0,65.0,41.0,46.0,61.0,64.0,51.0,51.0,57.0,68.0,59.0,56.0,64.0,70.0,70.0,48.0,65.0,72.0,28.0,50.0,47.0,62.0,65.0,69.0,66.0,14.0,15.0,13.0,13.0,10.0,€1.6M,Midfielder,22-25
A. Sánchez,31,Argentina,67,67,475000.0,3000.0,1010,Left,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,17.0,"Aug 8, 2017",0,2020,6'2,194lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,18.0,17.0,24.0,19.0,20.0,13.0,14.0,22.0,20.0,23.0,20.0,23.0,66.0,48.0,23.0,33.0,18.0,68.0,14.0,13.0,10.0,10.0,43.0,25.0,33.0,24.0,15.0,14.0,65.0,62.0,67.0,67.0,72.0,€713K,Goalkeeper,31-35
R. Vera,35,Argentina,67,67,180000.0,4000.0,1573,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,33.0,"Jul 19, 2016",0,2020,6'0,190lbs,49+2,49+2,49+2,43+2,44+2,44+2,44+2,43+2,44+2,44+2,44+2,45+2,50+2,50+2,50+2,45+2,57+2,61+2,61+2,61+2,57+2,58+2,66+2,66+2,66+2,58+2,48.0,30.0,65.0,59.0,38.0,39.0,38.0,58.0,58.0,56.0,38.0,40.0,35.0,54.0,54.0,74.0,59.0,60.0,84.0,59.0,78.0,65.0,31.0,26.0,70.0,49.0,66.0,65.0,68.0,8.0,6.0,15.0,14.0,15.0,€261K,Defender,31-35
N. Yeri,26,Argentina,67,68,875000.0,4000.0,1854,Right,1.0,3.0,3.0,Medium/ Medium,Stocky,No,CM,25.0,"Aug 1, 2016",0,2021,5'9,179lbs,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,68+2,66+2,66+2,66+2,68+2,67+2,66+2,66+2,66+2,67+2,65.0,55.0,59.0,68.0,43.0,65.0,53.0,41.0,64.0,67.0,74.0,77.0,74.0,65.0,69.0,61.0,66.0,80.0,72.0,59.0,69.0,63.0,65.0,63.0,51.0,58.0,66.0,67.0,66.0,13.0,14.0,14.0,12.0,14.0,€1.3M,Midfielder,26-30
F. Troyansky,21,Argentina,67,80,1500000.0,4000.0,1634,Left,1.0,3.0,3.0,Medium/ Low,Stocky,No,ST,22.0,"Jul 23, 2018",0,2021,5'10,170lbs,65+2,65+2,65+2,63+2,65+2,65+2,65+2,63+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,46+2,43+2,43+2,43+2,46+2,44+2,39+2,39+2,39+2,44+2,45.0,67.0,65.0,57.0,52.0,66.0,44.0,58.0,53.0,69.0,75.0,68.0,63.0,68.0,69.0,67.0,81.0,76.0,62.0,59.0,58.0,13.0,64.0,58.0,61.0,69.0,16.0,16.0,31.0,10.0,9.0,15.0,13.0,6.0,€3.2M,Attacker,16-21
F. Crivelli,36,Argentina,67,67,100000.0,3000.0,1109,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Aug 31, 2017",0,2023,6'1,183lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.0,17.0,18.0,11.0,15.0,14.0,16.0,21.0,14.0,48.0,50.0,54.0,69.0,53.0,19.0,61.0,36.0,72.0,16.0,19.0,25.0,13.0,29.0,22.0,50.0,16.0,12.0,14.0,67.0,59.0,69.0,69.0,66.0,€150K,Goalkeeper,36-40
J. Amoroso,30,Argentina,67,67,725000.0,6000.0,1662,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,RM,15.0,"Jul 7, 2016",0,2019,6'1,154lbs,66+2,66+2,66+2,65+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,52+2,49+2,49+2,49+2,52+2,50+2,45+2,45+2,45+2,50+2,55.0,60.0,60.0,60.0,44.0,70.0,60.0,49.0,60.0,62.0,74.0,76.0,68.0,70.0,49.0,68.0,61.0,69.0,76.0,60.0,40.0,29.0,73.0,65.0,44.0,65.0,33.0,30.0,35.0,13.0,8.0,16.0,11.0,14.0,€1.1M,Midfielder,26-30
T. Pochettino,22,Argentina,67,75,1100000.0,7000.0,1755,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CM,32.0,0,Boca Juniors,"Jun 30, 2019",5'10,157lbs,56+2,56+2,56+2,63+2,61+2,61+2,61+2,63+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,61+2,60+2,60+2,60+2,61+2,59+2,55+2,55+2,55+2,59+2,70.0,43.0,49.0,66.0,45.0,71.0,72.0,73.0,69.0,68.0,59.0,61.0,63.0,60.0,65.0,53.0,69.0,74.0,67.0,58.0,45.0,51.0,58.0,78.0,54.0,56.0,45.0,58.0,53.0,9.0,13.0,11.0,14.0,11.0,0,Midfielder,22-25
F. Brandán,28,Argentina,67,67,775000.0,6000.0,1671,Right,1.0,3.0,3.0,Medium/ Low,Normal,No,LM,22.0,"Jul 23, 2018",0,2019,5'6,139lbs,61+2,61+2,61+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,65+2,58+2,58+2,58+2,65+2,52+2,46+2,46+2,46+2,52+2,49+2,38+2,38+2,38+2,49+2,56.0,63.0,37.0,57.0,45.0,71.0,53.0,60.0,54.0,67.0,87.0,84.0,86.0,65.0,83.0,64.0,76.0,62.0,38.0,62.0,33.0,32.0,59.0,62.0,59.0,66.0,31.0,29.0,30.0,8.0,16.0,16.0,10.0,16.0,€1.1M,Midfielder,26-30
M. Bíttolo,28,Argentina,67,67,600000.0,6000.0,1629,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LB,28.0,"Jul 27, 2018",0,2019,5'9,146lbs,52+2,52+2,52+2,57+2,54+2,54+2,54+2,57+2,53+2,53+2,53+2,58+2,53+2,53+2,53+2,58+2,65+2,58+2,58+2,58+2,65+2,65+2,62+2,62+2,62+2,65+2,65.0,34.0,59.0,63.0,35.0,61.0,42.0,38.0,34.0,59.0,75.0,77.0,64.0,60.0,75.0,40.0,76.0,69.0,50.0,35.0,62.0,63.0,54.0,37.0,47.0,57.0,58.0,68.0,69.0,11.0,6.0,16.0,15.0,12.0,€900K,Defender,26-30
R. Noya,28,Argentina,67,67,625000.0,3000.0,1428,Right,1.0,3.0,2.0,Low/ Medium,Lean,No,RCB,14.0,"Jan 1, 2015",0,2023,6'4,194lbs,46+2,46+2,46+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,42+2,46+2,46+2,46+2,42+2,53+2,57+2,57+2,57+2,53+2,55+2,65+2,65+2,65+2,55+2,30.0,26.0,69.0,61.0,32.0,41.0,32.0,27.0,40.0,45.0,48.0,58.0,41.0,50.0,30.0,59.0,69.0,54.0,90.0,32.0,76.0,61.0,30.0,32.0,47.0,57.0,65.0,66.0,57.0,12.0,7.0,12.0,15.0,14.0,€1M,Defender,26-30
F. Escobar,23,Argentina,67,74,900000.0,2000.0,1707,Right,1.0,3.0,2.0,Medium/ High,Normal,No,RB,2.0,"Dec 8, 2017",0,2023,6'0,165lbs,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,65+2,65+2,65+2,66+2,58.0,51.0,65.0,63.0,34.0,60.0,42.0,28.0,60.0,63.0,70.0,75.0,67.0,62.0,65.0,51.0,71.0,74.0,66.0,37.0,68.0,60.0,54.0,53.0,49.0,57.0,67.0,67.0,71.0,15.0,9.0,12.0,13.0,7.0,€1.5M,Defender,22-25
E. Purita,21,Argentina,67,81,1500000.0,5000.0,1762,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RB,30.0,0,San Lorenzo de Almagro,"Jun 30, 2019",5'6,152lbs,58+2,58+2,58+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,63+2,60+2,60+2,60+2,63+2,66+2,63+2,63+2,63+2,66+2,66+2,63+2,63+2,63+2,66+2,70.0,50.0,49.0,61.0,42.0,61.0,55.0,51.0,50.0,65.0,77.0,73.0,62.0,61.0,68.0,56.0,68.0,77.0,73.0,52.0,58.0,67.0,56.0,58.0,50.0,53.0,65.0,65.0,63.0,6.0,14.0,9.0,15.0,15.0,0,Defender,16-21
L. Heredia,21,Argentina,67,75,1100000.0,4000.0,1692,Right,1.0,4.0,3.0,High/ Medium,Normal,No,RW,21.0,"Aug 24, 2017",0,2019,6'1,174lbs,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,65+2,65+2,65+2,65+2,60+2,60+2,60+2,65+2,52+2,50+2,50+2,50+2,52+2,49+2,45+2,45+2,45+2,49+2,60.0,62.0,54.0,62.0,71.0,72.0,65.0,45.0,59.0,68.0,73.0,75.0,69.0,62.0,58.0,71.0,60.0,65.0,70.0,63.0,51.0,33.0,65.0,62.0,56.0,63.0,32.0,31.0,30.0,11.0,8.0,13.0,8.0,8.0,€1.9M,Attacker,16-21
G. Iñíguez,24,Argentina,67,72,1000000.0,8000.0,1830,Right,1.0,3.0,3.0,Medium/ Medium,Stocky,No,CM,25.0,"Jan 18, 2016",0,2019,5'8,168lbs,59+2,59+2,59+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,65+2,66+2,66+2,66+2,65+2,64+2,63+2,63+2,63+2,64+2,62.0,44.0,48.0,72.0,48.0,68.0,58.0,46.0,68.0,70.0,68.0,68.0,76.0,60.0,78.0,68.0,72.0,73.0,67.0,60.0,64.0,64.0,60.0,62.0,50.0,60.0,61.0,66.0,62.0,14.0,15.0,8.0,14.0,16.0,€1.9M,Midfielder,22-25
J. Gómez,27,Argentina,67,68,700000.0,2000.0,1737,Right,1.0,2.0,2.0,Medium/ Medium,Stocky,No,RB,7.0,"Jun 14, 2017",0,2018,6'0,181lbs,57+2,57+2,57+2,58+2,56+2,56+2,56+2,58+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,65+2,62+2,62+2,62+2,65+2,66+2,65+2,65+2,65+2,66+2,71.0,39.0,72.0,62.0,38.0,57.0,46.0,46.0,61.0,65.0,70.0,70.0,70.0,56.0,58.0,56.0,66.0,75.0,82.0,49.0,54.0,57.0,54.0,47.0,48.0,53.0,71.0,63.0,68.0,14.0,11.0,12.0,15.0,14.0,€998K,Defender,26-30
J. Miño,30,Argentina,67,67,575000.0,1000.0,1754,Right,1.0,3.0,2.0,Medium/ High,Normal,No,LDM,30.0,"Jan 31, 2018",0,2019,5'11,183lbs,57+2,57+2,57+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,64+2,65+2,65+2,65+2,64+2,55.0,47.0,46.0,63.0,43.0,51.0,42.0,37.0,67.0,59.0,77.0,69.0,77.0,61.0,56.0,57.0,46.0,91.0,87.0,48.0,83.0,48.0,65.0,52.0,54.0,65.0,70.0,72.0,67.0,15.0,16.0,9.0,14.0,10.0,€776K,Midfielder,26-30
F. Altamirano,22,Argentina,67,79,1100000.0,3000.0,1168,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,27.0,"Jan 1, 2015",0,2020,6'1,172lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,18.0,27.0,20.0,15.0,15.0,15.0,27.0,22.0,45.0,45.0,43.0,67.0,32.0,39.0,68.0,39.0,58.0,13.0,28.0,30.0,12.0,40.0,27.0,46.0,25.0,18.0,26.0,65.0,64.0,68.0,65.0,68.0,€1.8M,Goalkeeper,22-25
P. Caballero,32,Argentina,67,67,600000.0,4000.0,1541,Left,1.0,4.0,2.0,Medium/ Medium,Lean,No,ST,9.0,"Jul 17, 2017",0,2019,6'3,174lbs,66+2,66+2,66+2,58+2,62+2,62+2,62+2,58+2,60+2,60+2,60+2,56+2,56+2,56+2,56+2,56+2,42+2,46+2,46+2,46+2,42+2,40+2,47+2,47+2,47+2,40+2,46.0,67.0,77.0,68.0,67.0,62.0,33.0,29.0,45.0,64.0,32.0,32.0,40.0,73.0,47.0,72.0,82.0,33.0,77.0,61.0,68.0,25.0,74.0,53.0,72.0,66.0,31.0,25.0,26.0,15.0,10.0,9.0,13.0,13.0,€930K,Attacker,31-35
S. Jaime,31,Argentina,67,67,675000.0,2000.0,1696,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,23.0,"Jan 4, 2017",0,2018,5'10,157lbs,65+2,65+2,65+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,54+2,53+2,53+2,53+2,54+2,53+2,52+2,52+2,52+2,53+2,57.0,66.0,68.0,71.0,45.0,58.0,48.0,50.0,48.0,64.0,77.0,67.0,70.0,53.0,59.0,61.0,72.0,68.0,74.0,59.0,58.0,48.0,75.0,54.0,72.0,60.0,32.0,47.0,32.0,14.0,8.0,8.0,6.0,7.0,€911K,Attacker,31-35
B. Merlini,22,Argentina,67,76,1200000.0,6000.0,1763,Right,1.0,3.0,3.0,High/ High,Lean,No,LM,11.0,"Jan 1, 2013",0,2020,5'5,137lbs,59+2,59+2,59+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,58+2,56+2,56+2,56+2,58+2,56+2,49+2,49+2,49+2,56+2,61.0,57.0,39.0,71.0,49.0,68.0,61.0,58.0,64.0,63.0,80.0,84.0,94.0,64.0,86.0,57.0,55.0,66.0,41.0,59.0,70.0,36.0,59.0,63.0,59.0,67.0,55.0,43.0,47.0,12.0,10.0,6.0,15.0,11.0,€2M,Midfielder,22-25
G. Lódico,20,Argentina,67,79,1300000.0,5000.0,1781,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CM,16.0,"Jan 28, 2018",0,2020,5'8,159lbs,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,67+2,63+2,63+2,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2,62.0,54.0,58.0,75.0,34.0,70.0,69.0,65.0,67.0,68.0,75.0,73.0,70.0,58.0,65.0,64.0,59.0,71.0,60.0,49.0,65.0,58.0,60.0,69.0,49.0,66.0,60.0,54.0,55.0,9.0,6.0,10.0,11.0,9.0,€2.3M,Midfielder,16-21
L. Acevedo,26,Argentina,67,70,800000.0,4000.0,1364,Right,1.0,3.0,2.0,Low/ Medium,Normal,No,RCB,2.0,"Aug 12, 2017",0,2019,6'6,214lbs,45+2,45+2,45+2,38+2,40+2,40+2,40+2,38+2,39+2,39+2,39+2,40+2,45+2,45+2,45+2,40+2,54+2,59+2,59+2,59+2,54+2,57+2,65+2,65+2,65+2,57+2,31.0,40.0,65.0,52.0,31.0,21.0,36.0,31.0,33.0,55.0,34.0,52.0,32.0,62.0,30.0,46.0,39.0,69.0,88.0,23.0,83.0,66.0,24.0,34.0,39.0,51.0,62.0,65.0,63.0,15.0,13.0,7.0,16.0,7.0,€1.2M,Defender,26-30
G. Herrera,34,Argentina,67,67,400000.0,6000.0,1766,Right,1.0,3.0,2.0,Medium/ Low,Normal,No,ST,17.0,"Jan 14, 2016",0,2019,5'11,183lbs,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,62+2,62+2,62+2,62+2,59+2,59+2,59+2,62+2,56+2,54+2,54+2,54+2,56+2,55+2,54+2,54+2,54+2,55+2,56.0,61.0,66.0,62.0,57.0,63.0,60.0,44.0,47.0,62.0,69.0,68.0,69.0,68.0,59.0,75.0,75.0,76.0,81.0,64.0,70.0,39.0,67.0,60.0,69.0,64.0,35.0,45.0,47.0,13.0,8.0,15.0,6.0,10.0,€600K,Attacker,31-35
F. Bravo,24,Argentina,67,74,925000.0,4000.0,1707,Right,1.0,2.0,2.0,Low/ High,Lean,No,CDM,22.0,"Jul 23, 2018",0,2023,6'1,181lbs,55+2,55+2,55+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,59+2,62+2,62+2,62+2,59+2,63+2,66+2,66+2,66+2,63+2,63+2,66+2,66+2,66+2,63+2,51.0,37.0,57.0,64.0,34.0,58.0,40.0,45.0,62.0,63.0,54.0,64.0,57.0,65.0,54.0,52.0,77.0,81.0,78.0,54.0,80.0,66.0,60.0,60.0,52.0,56.0,61.0,68.0,64.0,13.0,9.0,11.0,7.0,9.0,€1.5M,Midfielder,22-25
G. Gotti,24,Argentina,67,72,1000000.0,3000.0,1547,Right,1.0,3.0,2.0,High/ Medium,Normal,No,ST,22.0,0,CD O'Higgins,"Dec 31, 2018",5'11,183lbs,66+2,66+2,66+2,63+2,64+2,64+2,64+2,63+2,61+2,61+2,61+2,62+2,54+2,54+2,54+2,62+2,46+2,42+2,42+2,42+2,46+2,43+2,38+2,38+2,38+2,43+2,48.0,71.0,61.0,61.0,48.0,69.0,54.0,56.0,52.0,68.0,72.0,72.0,61.0,52.0,54.0,68.0,40.0,64.0,60.0,66.0,37.0,16.0,71.0,39.0,70.0,48.0,33.0,22.0,21.0,7.0,11.0,9.0,8.0,6.0,0,Attacker,22-25
M. Lovera,19,Argentina,67,80,1400000.0,3000.0,1685,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CAM,34.0,"May 1, 2016",0,2019,5'7,143lbs,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,58+2,58+2,58+2,66+2,51+2,47+2,47+2,47+2,51+2,48+2,42+2,42+2,42+2,48+2,61.0,61.0,52.0,68.0,45.0,74.0,51.0,60.0,52.0,69.0,81.0,76.0,78.0,57.0,82.0,56.0,71.0,68.0,63.0,60.0,60.0,24.0,68.0,54.0,59.0,53.0,30.0,25.0,28.0,7.0,11.0,13.0,11.0,10.0,€3M,Midfielder,16-21
M. Escudero,29,Argentina,67,68,675000.0,5000.0,1388,Right,1.0,2.0,2.0,Medium/ Medium,Stocky,No,CB,6.0,"Jul 1, 2018",0,2023,5'9,165lbs,41+2,41+2,41+2,39+2,40+2,40+2,40+2,39+2,41+2,41+2,41+2,42+2,46+2,46+2,46+2,42+2,55+2,59+2,59+2,59+2,55+2,58+2,65+2,65+2,65+2,58+2,26.0,16.0,69.0,54.0,21.0,31.0,23.0,24.0,46.0,53.0,57.0,56.0,46.0,73.0,62.0,32.0,79.0,47.0,70.0,25.0,66.0,77.0,25.0,28.0,38.0,47.0,61.0,63.0,61.0,8.0,15.0,14.0,9.0,13.0,€1M,Defender,26-30
M. Ibáñez,31,Argentina,67,67,475000.0,5000.0,1105,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jul 1, 2014",0,2023,6'3,194lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,10.0,12.0,25.0,12.0,11.0,16.0,17.0,23.0,14.0,47.0,49.0,36.0,62.0,43.0,23.0,52.0,40.0,71.0,20.0,21.0,28.0,17.0,32.0,24.0,42.0,18.0,12.0,20.0,69.0,64.0,62.0,67.0,69.0,€713K,Goalkeeper,31-35
B. Romero,27,Argentina,67,68,900000.0,8000.0,1677,Right,1.0,2.0,3.0,High/ Medium,Normal,No,ST,17.0,"Jan 1, 2018",0,2021,5'9,154lbs,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,57+2,53+2,53+2,53+2,57+2,55+2,47+2,47+2,47+2,55+2,61.0,71.0,43.0,64.0,33.0,68.0,47.0,36.0,56.0,69.0,83.0,90.0,81.0,63.0,72.0,74.0,57.0,73.0,66.0,55.0,48.0,43.0,64.0,60.0,38.0,51.0,33.0,36.0,40.0,8.0,7.0,11.0,15.0,12.0,€1.3M,Attacker,26-30
