Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
A. Aguerre,27,Argentina,70,73,1500000.0,8000.0,1151,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Aug 9, 2018",0,2019,5.11,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,17.0,27.0,16.0,17.0,18.0,18.0,23.0,19.0,49.0,43.0,45.0,70.0,57.0,18.0,61.0,34.0,62.0,14.0,23.0,19.0,11.0,49.0,22.0,50.0,15.0,19.0,12.0,68.0,70.0,63.0,68.0,70.0,€2.4M
J. Benítez,26,Argentina,70,70,1900000.0,3000.0,1727,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,LW,24.0,"Jul 1, 2016",0,2023,5.1,170.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,68.0,62.0,62.0,62.0,68.0,54.0,52.0,52.0,52.0,54.0,50.0,46.0,46.0,46.0,50.0,63.0,69.0,51.0,63.0,50.0,73.0,52.0,32.0,65.0,70.0,81.0,80.0,80.0,66.0,67.0,70.0,58.0,68.0,73.0,69.0,62.0,36.0,69.0,59.0,59.0,68.0,44.0,24.0,20.0,12.0,11.0,10.0,11.0,10.0,€2.7M
N. Ibáñez,36,Argentina,70,70,240000.0,5000.0,1111,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,23.0,"Jul 22, 2017",0,2019,6.1,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,13.0,23.0,18.0,20.0,12.0,13.0,24.0,16.0,46.0,44.0,38.0,56.0,55.0,21.0,51.0,37.0,65.0,16.0,32.0,18.0,14.0,27.0,23.0,40.0,15.0,14.0,12.0,75.0,65.0,76.0,67.0,72.0,€360K
F. Pellegrino,32,Argentina,70,70,1000000.0,6000.0,1098,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,22.0,0,Defensa y Justicia,"Jun 30, 2019",6.6,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,16.0,28.0,15.0,15.0,19.0,22.0,25.0,25.0,36.0,37.0,28.0,62.0,52.0,20.0,57.0,30.0,67.0,15.0,19.0,19.0,12.0,36.0,24.0,34.0,14.0,16.0,15.0,68.0,76.0,57.0,71.0,69.0,0
N. Leguizamón,23,Argentina,70,79,2800000.0,8000.0,1643,Right,1.0,3.0,3.0,High/ Medium,Normal,No,ST,9.0,"Jan 8, 2016",0,2019,5.11,165.0,69.0,69.0,69.0,63.0,65.0,65.0,65.0,63.0,62.0,62.0,62.0,62.0,55.0,55.0,55.0,62.0,46.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0,44.0,35.0,70.0,71.0,60.0,66.0,69.0,41.0,33.0,51.0,66.0,74.0,73.0,73.0,67.0,60.0,73.0,77.0,75.0,79.0,61.0,70.0,18.0,69.0,39.0,55.0,72.0,25.0,21.0,25.0,8.0,11.0,5.0,10.0,13.0,€4.7M
M. Dos Santos,28,Argentina,70,70,1400000.0,15000.0,1650,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,15.0,"Jul 12, 2017",0,2019,6.0,168.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,53.0,56.0,56.0,56.0,53.0,63.0,65.0,65.0,65.0,63.0,64.0,68.0,68.0,68.0,64.0,52.0,37.0,67.0,66.0,32.0,39.0,53.0,43.0,56.0,64.0,54.0,59.0,63.0,66.0,61.0,52.0,79.0,67.0,78.0,33.0,79.0,71.0,42.0,41.0,46.0,68.0,51.0,74.0,72.0,8.0,14.0,6.0,13.0,12.0,€3M
L. Sequeira,23,Argentina,70,78,2600000.0,8000.0,1698,Right,1.0,3.0,3.0,High/ Medium,Lean,No,RM,26.0,"Jul 24, 2018",0,2021,5.8,152.0,66.0,66.0,66.0,70.0,68.0,68.0,68.0,70.0,68.0,68.0,68.0,69.0,61.0,61.0,61.0,69.0,52.0,47.0,47.0,47.0,52.0,49.0,40.0,40.0,40.0,49.0,71.0,69.0,52.0,63.0,65.0,78.0,65.0,50.0,62.0,73.0,77.0,74.0,75.0,53.0,81.0,67.0,49.0,64.0,58.0,68.0,28.0,24.0,68.0,65.0,55.0,67.0,35.0,28.0,29.0,7.0,13.0,14.0,6.0,12.0,€4.3M
L. Giannetti,24,Argentina,70,76,2100000.0,7000.0,1567,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,17.0,"Mar 1, 2012",0,2019,6.0,174.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,43.0,43.0,43.0,43.0,43.0,58.0,58.0,58.0,58.0,58.0,61.0,69.0,69.0,69.0,61.0,35.0,32.0,70.0,44.0,32.0,44.0,37.0,59.0,42.0,42.0,66.0,58.0,58.0,61.0,57.0,52.0,87.0,62.0,76.0,33.0,70.0,63.0,26.0,23.0,50.0,50.0,72.0,75.0,79.0,13.0,13.0,13.0,8.0,15.0,€3.5M
F. Zuculini,27,Argentina,70,70,1800000.0,8000.0,1870,Right,2.0,3.0,3.0,Medium/ Medium,Normal,No,RCM,18.0,"Jul 25, 2018",0,2021,5.9,150.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,67.0,67.0,69.0,69.0,69.0,67.0,66.0,66.0,66.0,66.0,66.0,61.0,52.0,57.0,74.0,51.0,69.0,57.0,60.0,71.0,73.0,66.0,68.0,72.0,68.0,77.0,72.0,76.0,68.0,65.0,58.0,71.0,66.0,58.0,69.0,46.0,72.0,66.0,68.0,64.0,15.0,6.0,7.0,12.0,7.0,€2.7M
E. Bologna,36,Argentina,70,70,240000.0,6000.0,1121,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,25.0,"Jul 7, 2016",0,2019,6.2,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,10.0,22.0,10.0,13.0,16.0,18.0,22.0,20.0,47.0,44.0,40.0,68.0,38.0,24.0,65.0,33.0,70.0,15.0,35.0,17.0,15.0,31.0,25.0,62.0,12.0,22.0,17.0,70.0,68.0,60.0,70.0,70.0,€336K
A. Batalla,22,Argentina,70,78,2000000.0,8000.0,1111,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,24.0,0,River Plate,"Jun 30, 2019",6.1,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,16.0,25.0,13.0,13.0,13.0,17.0,22.0,18.0,43.0,42.0,37.0,71.0,43.0,22.0,58.0,31.0,68.0,15.0,26.0,23.0,17.0,28.0,23.0,34.0,18.0,18.0,17.0,72.0,64.0,68.0,64.0,75.0,0
M. Formica,30,Argentina,70,70,1700000.0,11000.0,1778,Right,1.0,3.0,3.0,Medium/ Low,Lean,No,CAM,33.0,"Aug 10, 2018",0,2019,5.1,154.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,63.0,63.0,63.0,68.0,51.0,49.0,49.0,49.0,51.0,49.0,44.0,44.0,44.0,49.0,66.0,66.0,65.0,63.0,65.0,74.0,63.0,59.0,67.0,72.0,74.0,72.0,69.0,64.0,74.0,73.0,70.0,49.0,59.0,73.0,52.0,33.0,67.0,72.0,66.0,60.0,34.0,24.0,29.0,14.0,14.0,9.0,13.0,14.0,€2.5M
J. Toledo,32,Argentina,70,70,1400000.0,8000.0,1706,Left,1.0,3.0,2.0,High/ Medium,Normal,No,ST,12.0,"Jan 25, 2018",0,2020,6.2,196.0,69.0,69.0,69.0,62.0,65.0,65.0,65.0,62.0,62.0,62.0,62.0,60.0,58.0,58.0,58.0,60.0,47.0,50.0,50.0,50.0,47.0,46.0,53.0,53.0,53.0,46.0,58.0,70.0,79.0,57.0,64.0,62.0,62.0,59.0,57.0,61.0,53.0,50.0,50.0,66.0,37.0,76.0,78.0,35.0,86.0,74.0,66.0,23.0,77.0,64.0,69.0,70.0,42.0,50.0,31.0,9.0,11.0,8.0,12.0,10.0,€2.1M
J. San Román,29,Argentina,70,70,1300000.0,7000.0,1619,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,RB,20.0,"Jul 23, 2018",0,2019,5.8,154.0,48.0,48.0,48.0,55.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,60.0,60.0,68.0,67.0,67.0,67.0,68.0,69.0,68.0,68.0,68.0,69.0,56.0,15.0,59.0,57.0,14.0,64.0,32.0,36.0,58.0,66.0,73.0,58.0,60.0,73.0,70.0,25.0,74.0,84.0,65.0,15.0,63.0,75.0,60.0,53.0,46.0,55.0,73.0,74.0,71.0,7.0,8.0,15.0,9.0,11.0,€2M
B. Urribarri,31,Argentina,70,70,1200000.0,8000.0,1855,Left,1.0,2.0,2.0,High/ Medium,Normal,No,LB,23.0,"Jul 17, 2017",0,2019,5.9,143.0,56.0,56.0,56.0,64.0,61.0,61.0,61.0,64.0,63.0,63.0,63.0,66.0,64.0,64.0,64.0,66.0,70.0,64.0,64.0,64.0,70.0,69.0,61.0,61.0,61.0,69.0,78.0,30.0,52.0,65.0,31.0,62.0,63.0,70.0,60.0,63.0,85.0,85.0,88.0,66.0,79.0,70.0,80.0,86.0,34.0,64.0,77.0,66.0,59.0,65.0,34.0,55.0,61.0,64.0,65.0,12.0,11.0,12.0,6.0,12.0,€1.7M
J. García,31,Argentina,70,70,1100000.0,8000.0,1020,Right,1.0,1.0,1.0,Medium/ Medium,Normal,No,GK,13.0,"Aug 23, 2017",0,2021,6.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,12.0,13.0,14.0,11.0,13.0,13.0,12.0,15.0,35.0,35.0,38.0,62.0,43.0,12.0,63.0,31.0,41.0,14.0,17.0,24.0,10.0,53.0,19.0,32.0,20.0,14.0,11.0,74.0,62.0,74.0,67.0,76.0,€1.6M
P. Álvarez,34,Argentina,70,70,500000.0,9000.0,1850,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,No,LB,3.0,"Jul 26, 2017",0,2019,5.1,176.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,62.0,64.0,64.0,64.0,62.0,68.0,70.0,70.0,70.0,68.0,69.0,72.0,72.0,72.0,69.0,65.0,45.0,62.0,76.0,43.0,59.0,66.0,53.0,62.0,64.0,62.0,64.0,65.0,71.0,73.0,70.0,77.0,67.0,81.0,59.0,81.0,73.0,52.0,51.0,49.0,72.0,71.0,73.0,70.0,6.0,7.0,6.0,11.0,16.0,€750K
E. Godoy,24,Argentina,70,77,2100000.0,6000.0,1563,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,27.0,"Jul 25, 2018",0,2023,6.0,174.0,47.0,47.0,47.0,49.0,46.0,46.0,46.0,49.0,47.0,47.0,47.0,53.0,52.0,52.0,52.0,53.0,65.0,63.0,63.0,63.0,65.0,66.0,68.0,68.0,68.0,66.0,69.0,30.0,66.0,66.0,32.0,45.0,33.0,28.0,51.0,56.0,63.0,66.0,52.0,64.0,52.0,40.0,76.0,75.0,82.0,26.0,79.0,64.0,26.0,30.0,40.0,53.0,66.0,69.0,67.0,11.0,11.0,7.0,13.0,8.0,€3.6M
P. Cuadra,23,Argentina,70,79,2800000.0,11000.0,1670,Right,1.0,4.0,3.0,High/ Medium,Normal,No,ST,27.0,"Jul 1, 2016",0,2020,5.5,137.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,68.0,69.0,69.0,69.0,67.0,60.0,60.0,60.0,67.0,47.0,45.0,45.0,45.0,47.0,44.0,39.0,39.0,39.0,44.0,40.0,67.0,63.0,63.0,54.0,78.0,49.0,33.0,60.0,71.0,91.0,89.0,83.0,62.0,82.0,71.0,67.0,64.0,70.0,55.0,32.0,18.0,63.0,68.0,61.0,62.0,22.0,21.0,16.0,15.0,10.0,14.0,13.0,5.0,€4.7M
L. Villalba,23,Argentina,70,75,2000000.0,9000.0,1839,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LB,23.0,0,Independiente,"Jun 30, 2019",5.1,161.0,58.0,58.0,58.0,63.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,68.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,65.0,68.0,71.0,35.0,59.0,66.0,40.0,60.0,60.0,62.0,60.0,69.0,75.0,82.0,78.0,64.0,66.0,64.0,79.0,74.0,60.0,61.0,68.0,73.0,59.0,61.0,42.0,58.0,60.0,66.0,65.0,8.0,10.0,14.0,13.0,15.0,0
J. Ortiz,34,Argentina,70,70,875000.0,9000.0,1910,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,CM,22.0,"Jul 23, 2018",0,2023,5.11,163.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,67.0,69.0,69.0,69.0,67.0,66.0,65.0,65.0,65.0,66.0,64.0,53.0,55.0,74.0,67.0,66.0,67.0,62.0,77.0,72.0,69.0,68.0,67.0,64.0,67.0,75.0,68.0,75.0,59.0,66.0,75.0,67.0,65.0,63.0,63.0,65.0,68.0,66.0,59.0,9.0,16.0,6.0,9.0,9.0,€1.3M
P. Toranzo,36,Argentina,70,70,600000.0,7000.0,1852,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CAM,18.0,"Jan 24, 2014",0,2019,5.1,161.0,63.0,63.0,63.0,67.0,66.0,66.0,66.0,67.0,69.0,69.0,69.0,67.0,69.0,69.0,69.0,67.0,62.0,64.0,64.0,64.0,62.0,59.0,59.0,59.0,59.0,59.0,77.0,61.0,47.0,75.0,62.0,70.0,76.0,75.0,73.0,75.0,55.0,45.0,64.0,63.0,63.0,71.0,68.0,52.0,67.0,73.0,64.0,62.0,64.0,76.0,63.0,59.0,59.0,51.0,53.0,7.0,10.0,15.0,9.0,7.0,€900K
E. Ávila,24,Argentina,70,77,2500000.0,11000.0,1751,Left,1.0,4.0,3.0,Medium/ Medium,Stocky,No,RM,19.0,0,San Lorenzo de Almagro,"Jun 30, 2019",5.8,179.0,69.0,69.0,69.0,68.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,67.0,62.0,62.0,62.0,67.0,54.0,54.0,54.0,54.0,54.0,52.0,51.0,51.0,51.0,52.0,56.0,70.0,65.0,68.0,65.0,71.0,46.0,44.0,58.0,71.0,77.0,79.0,76.0,65.0,63.0,70.0,60.0,62.0,75.0,67.0,75.0,34.0,65.0,63.0,51.0,59.0,42.0,35.0,31.0,11.0,6.0,6.0,10.0,14.0,0
A. Werner,22,Argentina,70,78,2000000.0,15000.0,1151,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,0,Atlético Madrid,"Jun 30, 2019",6.4,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,15.0,25.0,12.0,13.0,20.0,15.0,19.0,23.0,41.0,46.0,34.0,55.0,43.0,24.0,58.0,38.0,75.0,18.0,24.0,27.0,16.0,50.0,23.0,52.0,15.0,13.0,17.0,74.0,72.0,75.0,68.0,70.0,0
D. Stracqualursi,30,Argentina,70,70,1700000.0,8000.0,1598,Right,1.0,3.0,2.0,High/ High,Stocky,No,ST,22.0,"Jul 1, 2018",0,2022,6.3,190.0,69.0,69.0,69.0,59.0,63.0,63.0,63.0,59.0,59.0,59.0,59.0,57.0,55.0,55.0,55.0,57.0,47.0,48.0,48.0,48.0,47.0,46.0,51.0,51.0,51.0,46.0,48.0,70.0,79.0,59.0,68.0,59.0,38.0,35.0,41.0,71.0,40.0,54.0,51.0,61.0,37.0,80.0,80.0,53.0,90.0,68.0,48.0,32.0,73.0,44.0,63.0,76.0,36.0,37.0,31.0,7.0,7.0,12.0,15.0,11.0,€2.5M
A. Orión,37,Argentina,70,70,120000.0,2000.0,1131,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 1, 2017",0,2020,6.2,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,13.0,20.0,10.0,13.0,13.0,11.0,11.0,19.0,44.0,44.0,49.0,70.0,52.0,12.0,55.0,37.0,73.0,15.0,45.0,23.0,19.0,48.0,18.0,50.0,18.0,14.0,16.0,69.0,68.0,68.0,71.0,70.0,€168K
F. Pizzini,24,Argentina,70,73,2300000.0,10000.0,1716,Right,1.0,2.0,3.0,High/ Low,Lean,No,LM,29.0,"Jul 29, 2012",0,2021,5.1,163.0,65.0,65.0,65.0,69.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,64.0,64.0,64.0,69.0,53.0,50.0,50.0,50.0,53.0,49.0,42.0,42.0,42.0,49.0,63.0,61.0,52.0,67.0,46.0,73.0,72.0,50.0,68.0,71.0,78.0,80.0,83.0,64.0,70.0,68.0,57.0,69.0,71.0,66.0,34.0,30.0,66.0,69.0,62.0,71.0,31.0,24.0,23.0,7.0,11.0,10.0,9.0,11.0,€3.3M
R. Fernández,33,Argentina,70,70,1000000.0,4000.0,1914,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,LCM,10.0,"Jan 6, 2018",0,2018,5.8,157.0,65.0,65.0,65.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,62.0,64.0,64.0,64.0,62.0,61.0,59.0,59.0,59.0,61.0,59.0,59.0,48.0,73.0,67.0,71.0,76.0,75.0,68.0,73.0,72.0,63.0,70.0,66.0,75.0,71.0,70.0,67.0,63.0,70.0,70.0,57.0,69.0,70.0,68.0,68.0,53.0,56.0,57.0,14.0,14.0,11.0,10.0,9.0,€1.4M
E. Loeschbor,31,Argentina,70,70,1200000.0,13000.0,1490,Right,1.0,2.0,2.0,Low/ Medium,Normal,No,RCB,17.0,0,Cruz Azul,"May 31, 2019",5.11,172.0,48.0,48.0,48.0,44.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,46.0,49.0,49.0,49.0,46.0,58.0,61.0,61.0,61.0,58.0,61.0,69.0,69.0,69.0,61.0,32.0,40.0,70.0,59.0,28.0,40.0,32.0,28.0,45.0,53.0,54.0,55.0,39.0,69.0,61.0,42.0,76.0,54.0,79.0,39.0,66.0,67.0,26.0,32.0,40.0,53.0,70.0,72.0,71.0,6.0,9.0,14.0,10.0,12.0,0
D. Barbona,23,Argentina,70,78,2600000.0,6000.0,1776,Right,1.0,4.0,3.0,High/ Medium,Normal,No,LM,19.0,"Aug 30, 2016",0,2020,6.0,179.0,65.0,65.0,65.0,69.0,67.0,67.0,67.0,69.0,67.0,67.0,67.0,69.0,63.0,63.0,63.0,69.0,57.0,53.0,53.0,53.0,57.0,54.0,47.0,47.0,47.0,54.0,69.0,64.0,45.0,67.0,60.0,71.0,60.0,62.0,65.0,68.0,79.0,85.0,76.0,65.0,77.0,67.0,69.0,70.0,66.0,58.0,44.0,26.0,66.0,65.0,59.0,54.0,45.0,40.0,38.0,8.0,6.0,13.0,12.0,11.0,€4.4M
G. Voboril,31,Argentina,70,70,1200000.0,6000.0,1629,Left,1.0,2.0,3.0,High/ Low,Normal,No,LB,3.0,"Jul 27, 2017",0,2018,5.1,159.0,48.0,48.0,48.0,57.0,52.0,52.0,52.0,57.0,54.0,54.0,54.0,59.0,58.0,58.0,58.0,59.0,68.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,67.0,68.0,64.0,34.0,54.0,66.0,29.0,66.0,55.0,21.0,61.0,67.0,77.0,77.0,64.0,65.0,65.0,26.0,70.0,68.0,70.0,29.0,71.0,71.0,21.0,41.0,37.0,52.0,65.0,72.0,70.0,9.0,11.0,13.0,8.0,12.0,€1.6M
M. Cerato,30,Argentina,70,70,1700000.0,17000.0,1702,Right,1.0,3.0,3.0,High/ Medium,Lean,No,RW,21.0,"Jul 16, 2018",0,2023,5.7,150.0,65.0,65.0,65.0,70.0,68.0,68.0,68.0,70.0,67.0,67.0,67.0,69.0,59.0,59.0,59.0,69.0,53.0,46.0,46.0,46.0,53.0,49.0,39.0,39.0,39.0,49.0,65.0,62.0,53.0,67.0,52.0,70.0,54.0,62.0,46.0,71.0,91.0,91.0,90.0,54.0,75.0,60.0,53.0,78.0,52.0,56.0,51.0,27.0,73.0,64.0,60.0,57.0,35.0,17.0,20.0,7.0,8.0,12.0,12.0,14.0,€2.9M
N. Moiraghi,33,Argentina,70,70,725000.0,8000.0,1480,Left,1.0,3.0,2.0,Low/ Medium,Stocky,No,LCB,3.0,"Jul 23, 2018",0,2023,5.11,176.0,45.0,45.0,45.0,40.0,41.0,41.0,41.0,40.0,42.0,42.0,42.0,42.0,48.0,48.0,48.0,42.0,56.0,62.0,62.0,62.0,56.0,59.0,68.0,68.0,68.0,59.0,25.0,25.0,71.0,53.0,23.0,38.0,29.0,27.0,61.0,52.0,46.0,62.0,45.0,62.0,61.0,55.0,67.0,51.0,75.0,25.0,75.0,75.0,21.0,29.0,60.0,64.0,67.0,70.0,68.0,11.0,12.0,12.0,14.0,13.0,€1.1M
P. Alvarado,32,Argentina,70,70,1000000.0,2000.0,1610,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,No,RCB,2.0,"Jan 17, 2018",0,2023,5.11,176.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,64.0,63.0,63.0,63.0,64.0,65.0,68.0,68.0,68.0,65.0,56.0,31.0,70.0,56.0,28.0,59.0,27.0,34.0,55.0,61.0,58.0,63.0,66.0,69.0,67.0,45.0,80.0,67.0,73.0,34.0,67.0,67.0,43.0,34.0,40.0,68.0,65.0,73.0,70.0,14.0,6.0,14.0,7.0,11.0,€1.4M
H. Campagnaro,38,Argentina,70,70,240000.0,2000.0,1570,Right,2.0,3.0,2.0,Low/ Medium,Normal,No,LCB,2.0,"Aug 31, 2015",0,2021,5.11,187.0,49.0,49.0,49.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,51.0,51.0,51.0,47.0,58.0,62.0,62.0,62.0,58.0,59.0,69.0,69.0,69.0,59.0,58.0,28.0,65.0,56.0,29.0,45.0,37.0,35.0,56.0,53.0,34.0,42.0,51.0,64.0,70.0,68.0,86.0,39.0,86.0,36.0,66.0,69.0,38.0,44.0,38.0,73.0,74.0,70.0,68.0,10.0,13.0,15.0,12.0,15.0,€372K
F. Mancinelli,36,Argentina,70,70,240000.0,6000.0,1625,Right,1.0,3.0,2.0,Medium/ Medium,Stocky,No,LCB,2.0,"Jan 1, 2012",0,2019,5.11,176.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,54.0,56.0,56.0,56.0,54.0,64.0,65.0,65.0,65.0,64.0,63.0,68.0,68.0,68.0,63.0,61.0,33.0,65.0,64.0,34.0,55.0,39.0,29.0,48.0,65.0,45.0,35.0,53.0,74.0,69.0,56.0,59.0,75.0,78.0,50.0,75.0,68.0,46.0,31.0,55.0,74.0,73.0,70.0,61.0,13.0,10.0,11.0,15.0,10.0,€360K
J. Komar,21,Argentina,70,80,2500000.0,6000.0,1501,Right,1.0,2.0,2.0,Low/ Medium,Lean,No,RCB,6.0,"Jul 30, 2016",0,2020,6.2,181.0,48.0,48.0,48.0,43.0,45.0,45.0,45.0,43.0,46.0,46.0,46.0,47.0,54.0,54.0,54.0,47.0,60.0,65.0,65.0,65.0,60.0,63.0,69.0,69.0,69.0,63.0,29.0,27.0,76.0,64.0,35.0,30.0,30.0,37.0,57.0,55.0,51.0,61.0,47.0,68.0,35.0,50.0,60.0,79.0,81.0,28.0,64.0,72.0,30.0,42.0,49.0,53.0,70.0,69.0,63.0,6.0,7.0,6.0,15.0,8.0,€4.3M
J. Cristaldo,29,Argentina,70,70,1800000.0,13000.0,1756,Right,1.0,4.0,3.0,High/ Medium,Normal,No,RS,9.0,"Jul 23, 2018",0,2023,5.9,161.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,61.0,61.0,61.0,67.0,51.0,48.0,48.0,48.0,51.0,48.0,42.0,42.0,42.0,48.0,59.0,68.0,67.0,66.0,70.0,69.0,68.0,48.0,51.0,69.0,76.0,76.0,81.0,67.0,75.0,73.0,55.0,70.0,62.0,68.0,65.0,34.0,70.0,62.0,65.0,67.0,15.0,23.0,21.0,13.0,13.0,16.0,12.0,9.0,€2.7M
T. Figueroa,26,Argentina,70,73,2200000.0,10000.0,1518,Right,1.0,2.0,3.0,Medium/ Low,Normal,No,ST,9.0,0,Belgrano de Córdoba,"Dec 31, 2018",6.3,198.0,69.0,69.0,69.0,60.0,65.0,65.0,65.0,60.0,61.0,61.0,61.0,58.0,56.0,56.0,56.0,58.0,45.0,46.0,46.0,46.0,45.0,43.0,46.0,46.0,46.0,43.0,42.0,78.0,77.0,62.0,58.0,66.0,42.0,34.0,31.0,69.0,34.0,47.0,34.0,68.0,33.0,71.0,34.0,68.0,90.0,62.0,59.0,24.0,72.0,53.0,72.0,61.0,27.0,27.0,27.0,11.0,9.0,11.0,15.0,11.0,0
J. Insaurralde,33,Argentina,70,70,725000.0,5000.0,1572,Left,1.0,2.0,2.0,Low/ Medium,Normal,No,LCB,6.0,"Jan 31, 2018",0,2019,6.2,192.0,50.0,50.0,50.0,48.0,49.0,49.0,49.0,48.0,51.0,51.0,51.0,51.0,57.0,57.0,57.0,51.0,61.0,65.0,65.0,65.0,61.0,63.0,69.0,69.0,69.0,63.0,46.0,38.0,73.0,67.0,23.0,39.0,46.0,27.0,56.0,58.0,47.0,44.0,58.0,70.0,52.0,48.0,72.0,65.0,75.0,35.0,76.0,68.0,37.0,52.0,40.0,63.0,68.0,70.0,69.0,11.0,10.0,13.0,6.0,13.0,€1M
