Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
A. Piccolo,30,Italy,68,68,850000.0,2000.0,1674,Left,1.0,3.0,3.0,High/ Medium,Normal,No,CAM,7.0,"Aug 31, 2017",0,2021,5.9,154.0,65.0,65.0,65.0,68.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,68.0,60.0,60.0,60.0,68.0,51.0,45.0,45.0,45.0,51.0,47.0,37.0,37.0,37.0,47.0,64.0,63.0,53.0,63.0,59.0,70.0,65.0,59.0,54.0,70.0,83.0,78.0,80.0,70.0,64.0,62.0,59.0,89.0,65.0,65.0,28.0,18.0,64.0,63.0,57.0,75.0,30.0,15.0,15.0,14.0,11.0,7.0,10.0,7.0,€1.4M
M. Cremonesi,30,Italy,68,68,675000.0,6000.0,1492,Right,1.0,2.0,2.0,Low/ High,Normal,No,LCB,21.0,0,SPAL,"Jun 30, 2019",6.0,172.0,47.0,47.0,47.0,44.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,47.0,52.0,52.0,52.0,47.0,59.0,63.0,63.0,63.0,59.0,61.0,67.0,67.0,67.0,61.0,39.0,26.0,70.0,63.0,34.0,45.0,28.0,32.0,61.0,62.0,55.0,40.0,40.0,63.0,65.0,54.0,77.0,60.0,70.0,48.0,62.0,66.0,22.0,20.0,32.0,64.0,69.0,71.0,69.0,6.0,7.0,14.0,9.0,13.0,0
V. Parigini,22,Italy,68,79,1500000.0,15000.0,1625,Right,1.0,3.0,3.0,High/ Medium,Lean,No,LW,27.0,"Jul 1, 2013",0,2020,5.11,154.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,67.0,64.0,64.0,64.0,65.0,55.0,55.0,55.0,65.0,48.0,43.0,43.0,43.0,48.0,44.0,38.0,38.0,38.0,44.0,63.0,69.0,56.0,65.0,65.0,73.0,61.0,47.0,43.0,75.0,76.0,73.0,77.0,64.0,70.0,65.0,77.0,61.0,54.0,62.0,47.0,20.0,68.0,37.0,54.0,73.0,29.0,18.0,11.0,12.0,11.0,6.0,10.0,6.0,€2.9M
F. De Col,24,Italy,68,73,1000000.0,2000.0,1615,Right,1.0,3.0,2.0,High/ Medium,Normal,No,RB,23.0,"Jul 19, 2014",0,2020,6.0,183.0,48.0,48.0,48.0,52.0,48.0,48.0,48.0,52.0,48.0,48.0,48.0,56.0,53.0,53.0,53.0,56.0,67.0,62.0,62.0,62.0,67.0,67.0,64.0,64.0,64.0,67.0,66.0,26.0,55.0,55.0,31.0,52.0,47.0,32.0,60.0,55.0,75.0,73.0,70.0,65.0,62.0,41.0,59.0,92.0,76.0,22.0,61.0,63.0,45.0,28.0,37.0,63.0,70.0,65.0,70.0,15.0,7.0,14.0,13.0,13.0,€1.6M
N. Pulzetti,34,Italy,68,68,425000.0,2000.0,1902,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,RCM,7.0,"Jul 4, 2017",0,2019,5.9,154.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,67.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,64.0,52.0,64.0,70.0,58.0,65.0,68.0,53.0,65.0,70.0,65.0,66.0,73.0,67.0,72.0,72.0,73.0,79.0,73.0,64.0,73.0,67.0,67.0,61.0,61.0,70.0,68.0,65.0,65.0,8.0,6.0,5.0,13.0,10.0,€659K
N. Giani,32,Italy,68,68,525000.0,2000.0,1530,Left,1.0,3.0,2.0,Low/ High,Normal,No,LCB,5.0,"Aug 14, 2017",0,2019,6.0,179.0,48.0,48.0,48.0,43.0,44.0,44.0,44.0,43.0,42.0,42.0,42.0,44.0,45.0,45.0,45.0,44.0,56.0,57.0,57.0,57.0,56.0,58.0,66.0,66.0,66.0,58.0,31.0,31.0,65.0,42.0,32.0,41.0,31.0,32.0,42.0,49.0,56.0,56.0,43.0,61.0,64.0,42.0,74.0,60.0,80.0,42.0,71.0,69.0,51.0,20.0,55.0,60.0,68.0,69.0,68.0,5.0,11.0,41.0,7.0,21.0,€814K
A. Pomini,37,Italy,68,68,60000.0,1000.0,1085,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,22.0,"Aug 7, 2017",0,2019,6.1,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,13.0,30.0,11.0,12.0,10.0,12.0,36.0,21.0,41.0,41.0,49.0,66.0,33.0,21.0,60.0,28.0,69.0,11.0,38.0,19.0,10.0,31.0,23.0,55.0,20.0,11.0,13.0,67.0,64.0,60.0,70.0,71.0,€96K
L. Laverone,29,Italy,68,68,675000.0,2000.0,1905,Right,1.0,3.0,3.0,High/ Medium,Lean,No,RB,37.0,"Sep 5, 2018",0,2019,5.9,154.0,60.0,60.0,60.0,65.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,67.0,64.0,64.0,64.0,67.0,68.0,63.0,63.0,63.0,68.0,66.0,62.0,62.0,62.0,66.0,72.0,40.0,53.0,66.0,38.0,64.0,70.0,65.0,58.0,64.0,82.0,91.0,81.0,67.0,85.0,69.0,81.0,89.0,72.0,48.0,66.0,60.0,64.0,68.0,60.0,63.0,57.0,59.0,57.0,13.0,13.0,14.0,11.0,8.0,€1M
L. Greco,31,Italy,68,68,775000.0,2000.0,1856,Left,2.0,2.0,2.0,Medium/ Medium,Lean,No,CM,19.0,"Jul 6, 2018",0,2020,6.0,165.0,61.0,61.0,61.0,62.0,63.0,63.0,63.0,62.0,64.0,64.0,64.0,63.0,66.0,66.0,66.0,63.0,64.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,64.0,64.0,59.0,52.0,62.0,65.0,59.0,58.0,63.0,67.0,63.0,66.0,54.0,56.0,75.0,72.0,69.0,70.0,72.0,83.0,61.0,65.0,74.0,73.0,66.0,70.0,58.0,71.0,62.0,59.0,58.0,13.0,6.0,11.0,10.0,5.0,€1.2M
S. Iacoponi,31,Italy,68,68,575000.0,14000.0,1563,Right,1.0,3.0,2.0,Low/ High,Normal,No,RB,2.0,"Feb 1, 2017",0,2021,5.11,161.0,49.0,49.0,49.0,50.0,47.0,47.0,47.0,50.0,46.0,46.0,46.0,52.0,48.0,48.0,48.0,52.0,65.0,59.0,59.0,59.0,65.0,66.0,64.0,64.0,64.0,66.0,53.0,28.0,65.0,48.0,37.0,40.0,48.0,12.0,30.0,63.0,78.0,86.0,78.0,67.0,60.0,57.0,68.0,87.0,63.0,14.0,66.0,70.0,28.0,37.0,38.0,59.0,55.0,66.0,68.0,5.0,13.0,13.0,8.0,14.0,€1M
R. Brosco,27,Italy,68,68,750000.0,2000.0,1448,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,RCB,23.0,"Jul 23, 2018",0,2021,6.3,203.0,44.0,44.0,44.0,39.0,42.0,42.0,42.0,39.0,43.0,43.0,43.0,41.0,50.0,50.0,50.0,41.0,55.0,61.0,61.0,61.0,55.0,58.0,67.0,67.0,67.0,58.0,19.0,26.0,71.0,52.0,21.0,38.0,13.0,56.0,51.0,56.0,43.0,35.0,60.0,64.0,30.0,60.0,85.0,70.0,76.0,48.0,64.0,69.0,16.0,37.0,32.0,61.0,70.0,68.0,66.0,8.0,5.0,12.0,12.0,15.0,€1.2M
V. Mantovani,22,Italy,68,79,1300000.0,2000.0,1447,Right,1.0,2.0,2.0,High/ Medium,Stocky,No,RCB,5.0,"Jul 16, 2016",0,2020,5.11,154.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,41.0,43.0,43.0,43.0,44.0,48.0,48.0,48.0,44.0,58.0,60.0,60.0,60.0,58.0,60.0,66.0,66.0,66.0,60.0,25.0,20.0,63.0,57.0,28.0,41.0,28.0,31.0,41.0,55.0,60.0,55.0,57.0,55.0,67.0,36.0,76.0,72.0,69.0,21.0,69.0,67.0,30.0,29.0,39.0,50.0,70.0,72.0,69.0,12.0,8.0,8.0,6.0,11.0,€2.4M
R. Bocalon,29,Italy,68,68,900000.0,3000.0,1645,Right,1.0,3.0,2.0,High/ Low,Normal,No,RS,24.0,"Aug 7, 2017",0,2020,6.1,168.0,66.0,66.0,66.0,61.0,64.0,64.0,64.0,61.0,60.0,60.0,60.0,59.0,54.0,54.0,54.0,59.0,49.0,46.0,46.0,46.0,49.0,48.0,45.0,45.0,45.0,48.0,36.0,75.0,61.0,50.0,60.0,62.0,61.0,44.0,38.0,63.0,73.0,73.0,75.0,61.0,68.0,67.0,71.0,71.0,66.0,47.0,46.0,44.0,75.0,52.0,52.0,68.0,23.0,40.0,26.0,14.0,13.0,12.0,14.0,12.0,€1.4M
A. Santurro,26,Italy,68,72,800000.0,9000.0,1133,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,29.0,"Aug 15, 2017",0,2020,6.4,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,10.0,33.0,20.0,22.0,18.0,11.0,37.0,29.0,42.0,49.0,53.0,56.0,50.0,39.0,50.0,32.0,46.0,14.0,41.0,21.0,13.0,24.0,22.0,45.0,17.0,13.0,12.0,70.0,64.0,68.0,68.0,72.0,€1.4M
A. Brighenti,30,Italy,68,68,875000.0,2000.0,1650,Right,1.0,3.0,2.0,High/ Low,Normal,No,ST,9.0,"Jul 13, 2013",0,2021,5.1,174.0,67.0,67.0,67.0,61.0,65.0,65.0,65.0,61.0,63.0,63.0,63.0,61.0,60.0,60.0,60.0,61.0,47.0,48.0,48.0,48.0,47.0,45.0,44.0,44.0,44.0,45.0,39.0,75.0,73.0,63.0,59.0,62.0,51.0,53.0,51.0,67.0,55.0,56.0,54.0,58.0,70.0,65.0,67.0,73.0,62.0,61.0,64.0,41.0,76.0,64.0,69.0,61.0,25.0,21.0,23.0,11.0,11.0,6.0,15.0,10.0,€1.4M
S. D'Elia,29,Italy,68,68,675000.0,2000.0,1746,Left,1.0,3.0,2.0,High/ Medium,Normal,No,LB,6.0,"Aug 9, 2018",0,2021,6.0,170.0,57.0,57.0,57.0,60.0,58.0,58.0,58.0,60.0,58.0,58.0,58.0,62.0,59.0,59.0,59.0,62.0,66.0,63.0,63.0,63.0,66.0,66.0,65.0,65.0,65.0,66.0,67.0,41.0,65.0,64.0,37.0,57.0,59.0,32.0,59.0,59.0,78.0,79.0,70.0,63.0,67.0,57.0,75.0,74.0,67.0,42.0,70.0,63.0,57.0,54.0,44.0,62.0,63.0,67.0,64.0,7.0,8.0,10.0,16.0,11.0,€1M
S. Tonali,18,Italy,68,89,1800000.0,1000.0,1824,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,CDM,4.0,"Jul 1, 2017",0,2021,5.11,154.0,60.0,60.0,60.0,64.0,63.0,63.0,63.0,64.0,65.0,65.0,65.0,66.0,67.0,67.0,67.0,66.0,65.0,66.0,66.0,66.0,65.0,65.0,64.0,64.0,64.0,65.0,66.0,44.0,62.0,72.0,47.0,69.0,61.0,63.0,72.0,71.0,69.0,68.0,61.0,64.0,73.0,67.0,61.0,70.0,71.0,57.0,66.0,61.0,52.0,69.0,58.0,69.0,62.0,64.0,60.0,13.0,9.0,8.0,7.0,7.0,€4.7M
D. Petrucci,26,Italy,68,71,925000.0,6000.0,1791,Right,1.0,2.0,3.0,Medium/ Medium,Lean,No,CDM,8.0,"Aug 29, 2016",0,2019,6.0,168.0,62.0,62.0,62.0,60.0,62.0,62.0,62.0,60.0,63.0,63.0,63.0,62.0,66.0,66.0,66.0,62.0,62.0,66.0,66.0,66.0,62.0,62.0,64.0,64.0,64.0,62.0,42.0,54.0,64.0,74.0,54.0,70.0,67.0,68.0,70.0,73.0,55.0,56.0,53.0,58.0,51.0,74.0,62.0,76.0,74.0,64.0,59.0,63.0,52.0,56.0,65.0,55.0,59.0,66.0,63.0,10.0,14.0,8.0,9.0,8.0,€1.9M
L. Vido,21,Italy,68,82,2000000.0,9000.0,1708,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,RS,10.0,0,Atalanta,"Jun 30, 2019",6.0,165.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,65.0,51.0,48.0,48.0,48.0,51.0,48.0,44.0,44.0,44.0,48.0,61.0,69.0,69.0,64.0,51.0,70.0,62.0,61.0,56.0,69.0,67.0,68.0,70.0,69.0,65.0,68.0,72.0,68.0,64.0,62.0,43.0,29.0,66.0,57.0,68.0,67.0,40.0,22.0,21.0,12.0,13.0,9.0,14.0,9.0,0
N. Bellomo,27,Italy,68,68,925000.0,2000.0,1824,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CM,16.0,"Jul 1, 2018",0,2020,5.9,154.0,61.0,61.0,61.0,65.0,64.0,64.0,64.0,65.0,66.0,66.0,66.0,65.0,67.0,67.0,67.0,65.0,63.0,63.0,63.0,63.0,63.0,62.0,58.0,58.0,58.0,62.0,58.0,58.0,40.0,70.0,56.0,67.0,65.0,72.0,67.0,69.0,64.0,66.0,72.0,69.0,69.0,67.0,71.0,71.0,62.0,69.0,59.0,60.0,56.0,69.0,44.0,66.0,44.0,65.0,63.0,14.0,14.0,11.0,10.0,13.0,€1.5M
A. Benedetti,26,Italy,68,69,850000.0,2000.0,1732,Left,1.0,3.0,2.0,High/ Medium,Normal,No,LB,3.0,"Aug 7, 2017",0,2021,5.7,141.0,54.0,54.0,54.0,59.0,56.0,56.0,56.0,59.0,57.0,57.0,57.0,61.0,59.0,59.0,59.0,61.0,67.0,63.0,63.0,63.0,67.0,67.0,64.0,64.0,64.0,67.0,64.0,41.0,58.0,63.0,45.0,62.0,49.0,41.0,60.0,61.0,78.0,76.0,73.0,59.0,90.0,48.0,61.0,74.0,54.0,42.0,60.0,65.0,47.0,51.0,42.0,59.0,69.0,70.0,70.0,10.0,12.0,15.0,13.0,9.0,€1.4M
B. Meccariello,27,Italy,68,70,875000.0,2000.0,1462,Right,1.0,2.0,2.0,Medium/ Medium,Lean,No,LCB,16.0,0,Brescia,"Jun 30, 2019",6.2,187.0,44.0,44.0,44.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,45.0,47.0,47.0,47.0,45.0,58.0,59.0,59.0,59.0,58.0,60.0,67.0,67.0,67.0,60.0,35.0,22.0,62.0,50.0,22.0,36.0,25.0,27.0,48.0,49.0,67.0,71.0,58.0,62.0,50.0,45.0,80.0,63.0,87.0,33.0,64.0,66.0,21.0,37.0,29.0,64.0,70.0,67.0,65.0,9.0,5.0,12.0,14.0,11.0,0
A. Settembrini,26,Italy,68,69,1000000.0,2000.0,1778,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,RCM,8.0,"Jul 1, 2017",0,2021,5.9,148.0,61.0,61.0,61.0,64.0,63.0,63.0,63.0,64.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,66.0,61.0,54.0,62.0,74.0,52.0,63.0,51.0,52.0,69.0,67.0,68.0,70.0,61.0,68.0,77.0,57.0,62.0,72.0,53.0,53.0,64.0,64.0,61.0,65.0,50.0,64.0,57.0,68.0,64.0,5.0,9.0,5.0,7.0,13.0,€1.7M
D. Capelli,32,Italy,68,68,525000.0,2000.0,1427,Right,1.0,3.0,2.0,Low/ Medium,Normal,No,CB,13.0,"Jul 2, 2018",0,2020,6.1,185.0,43.0,43.0,43.0,38.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,42.0,48.0,48.0,48.0,42.0,55.0,60.0,60.0,60.0,55.0,57.0,67.0,67.0,67.0,57.0,45.0,20.0,65.0,57.0,18.0,36.0,31.0,35.0,57.0,49.0,33.0,36.0,34.0,55.0,55.0,65.0,83.0,57.0,89.0,32.0,65.0,66.0,29.0,29.0,46.0,66.0,70.0,67.0,66.0,5.0,11.0,6.0,5.0,10.0,€814K
M. Pessina,21,Italy,68,82,1900000.0,8000.0,1769,Left,1.0,2.0,3.0,Medium/ Medium,Lean,No,CM,22.0,"Jul 7, 2017",0,2022,6.0,165.0,60.0,60.0,60.0,63.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,66.0,67.0,67.0,67.0,66.0,65.0,66.0,66.0,66.0,65.0,64.0,63.0,63.0,63.0,64.0,52.0,42.0,60.0,76.0,48.0,70.0,52.0,45.0,70.0,69.0,72.0,72.0,71.0,67.0,61.0,63.0,61.0,74.0,57.0,41.0,67.0,61.0,62.0,64.0,56.0,64.0,66.0,61.0,60.0,13.0,9.0,7.0,13.0,7.0,€4.5M
L. Castiglia,29,Italy,68,68,850000.0,2000.0,1772,Left,1.0,4.0,3.0,Medium/ Medium,Lean,No,LCM,23.0,"Jul 8, 2018",0,2021,6.1,168.0,60.0,60.0,60.0,62.0,63.0,63.0,63.0,62.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,64.0,64.0,66.0,66.0,66.0,64.0,63.0,64.0,64.0,64.0,63.0,60.0,46.0,60.0,70.0,53.0,66.0,60.0,55.0,70.0,71.0,58.0,67.0,59.0,68.0,54.0,66.0,58.0,73.0,78.0,62.0,68.0,56.0,53.0,70.0,60.0,64.0,60.0,64.0,61.0,5.0,5.0,4.0,4.0,8.0,€1.4M
M. Perrotta,24,Italy,67,74,925000.0,2000.0,1427,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,23.0,"Jul 6, 2016",0,2019,6.1,172.0,45.0,45.0,45.0,44.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,46.0,47.0,47.0,47.0,46.0,59.0,59.0,59.0,59.0,59.0,61.0,65.0,65.0,65.0,61.0,40.0,30.0,60.0,49.0,24.0,45.0,22.0,22.0,38.0,53.0,52.0,58.0,53.0,63.0,63.0,35.0,67.0,76.0,76.0,23.0,72.0,66.0,35.0,29.0,24.0,58.0,67.0,69.0,67.0,11.0,7.0,15.0,9.0,7.0,€1.6M
P. Pellegri,17,Italy,67,88,1700000.0,11000.0,1497,Right,1.0,2.0,3.0,High/ Medium,Normal,No,ST,23.0,"Jan 27, 2018",0,2022,6.2,176.0,65.0,65.0,65.0,63.0,65.0,65.0,65.0,63.0,63.0,63.0,63.0,62.0,56.0,56.0,56.0,62.0,44.0,41.0,41.0,41.0,44.0,40.0,35.0,35.0,35.0,40.0,50.0,70.0,59.0,61.0,56.0,68.0,25.0,45.0,50.0,67.0,61.0,73.0,61.0,63.0,48.0,64.0,62.0,60.0,67.0,57.0,35.0,18.0,68.0,55.0,59.0,50.0,19.0,12.0,15.0,7.0,14.0,6.0,8.0,14.0,€4.9M
A. Gasbarro,23,Italy,67,72,850000.0,1000.0,1534,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LCB,6.0,"Jul 1, 2015",0,2022,6.0,159.0,49.0,49.0,49.0,51.0,48.0,48.0,48.0,51.0,47.0,47.0,47.0,54.0,50.0,50.0,50.0,54.0,65.0,60.0,60.0,60.0,65.0,66.0,66.0,66.0,66.0,66.0,65.0,26.0,62.0,56.0,31.0,57.0,35.0,23.0,37.0,57.0,67.0,69.0,47.0,60.0,55.0,42.0,66.0,79.0,76.0,23.0,67.0,68.0,45.0,26.0,42.0,60.0,65.0,69.0,68.0,14.0,6.0,9.0,9.0,13.0,€1.4M
L. Rosseti,23,Italy,67,74,1100000.0,2000.0,1685,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,10.0,"Aug 18, 2017",0,2021,6.0,172.0,65.0,65.0,65.0,62.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,62.0,48.0,46.0,46.0,46.0,48.0,47.0,44.0,44.0,44.0,47.0,50.0,66.0,67.0,61.0,67.0,63.0,60.0,61.0,45.0,63.0,64.0,70.0,60.0,66.0,70.0,67.0,77.0,72.0,75.0,56.0,58.0,26.0,66.0,62.0,62.0,62.0,20.0,28.0,30.0,16.0,6.0,8.0,8.0,15.0,€1.9M
S. Pettinari,26,Italy,67,68,900000.0,2000.0,1707,Right,1.0,4.0,3.0,High/ Medium,Lean,No,ST,17.0,"Jul 1, 2018",0,2021,6.1,174.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,65.0,58.0,58.0,58.0,65.0,50.0,47.0,47.0,47.0,50.0,47.0,44.0,44.0,44.0,47.0,55.0,66.0,59.0,61.0,58.0,68.0,57.0,52.0,53.0,70.0,74.0,79.0,80.0,66.0,71.0,65.0,87.0,77.0,73.0,57.0,66.0,13.0,66.0,48.0,60.0,68.0,15.0,38.0,26.0,6.0,11.0,10.0,6.0,14.0,€1.5M
R. Acquafresca,30,Italy,67,67,725000.0,11000.0,1605,Right,1.0,4.0,3.0,Medium/ Low,Lean,No,ST,21.0,"Jul 1, 2018",0,2020,6.0,176.0,66.0,66.0,66.0,62.0,63.0,63.0,63.0,62.0,60.0,60.0,60.0,61.0,51.0,51.0,51.0,61.0,44.0,41.0,41.0,41.0,44.0,42.0,40.0,40.0,40.0,42.0,56.0,65.0,71.0,60.0,68.0,64.0,57.0,50.0,35.0,65.0,69.0,68.0,67.0,64.0,56.0,68.0,77.0,56.0,74.0,44.0,46.0,13.0,70.0,50.0,68.0,69.0,40.0,13.0,12.0,13.0,9.0,12.0,15.0,10.0,€1.1M
R. Crivello,26,Italy,67,67,650000.0,2000.0,1651,Left,1.0,2.0,2.0,High/ Medium,Normal,No,LB,4.0,"Aug 1, 2018",0,2020,5.11,168.0,56.0,56.0,56.0,59.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,62.0,60.0,60.0,60.0,62.0,66.0,63.0,63.0,63.0,66.0,66.0,62.0,62.0,62.0,66.0,65.0,46.0,57.0,65.0,30.0,59.0,54.0,32.0,58.0,59.0,72.0,72.0,58.0,68.0,58.0,48.0,59.0,79.0,64.0,38.0,58.0,63.0,55.0,57.0,37.0,67.0,66.0,62.0,66.0,6.0,11.0,7.0,13.0,9.0,€1M
G. Munari,35,Italy,67,67,325000.0,10000.0,1833,Right,1.0,3.0,2.0,High/ Medium,Normal,No,CM,11.0,"Jan 16, 2017",0,2019,6.3,185.0,64.0,64.0,64.0,61.0,62.0,62.0,62.0,61.0,63.0,63.0,63.0,61.0,65.0,65.0,65.0,61.0,62.0,66.0,66.0,66.0,62.0,61.0,67.0,67.0,67.0,61.0,69.0,61.0,74.0,68.0,71.0,62.0,65.0,46.0,65.0,66.0,37.0,30.0,72.0,65.0,38.0,74.0,76.0,68.0,89.0,74.0,77.0,66.0,65.0,66.0,46.0,71.0,64.0,61.0,61.0,11.0,6.0,15.0,12.0,13.0,€585K
S. Edera,21,Italy,67,77,1200000.0,11000.0,1664,Left,1.0,3.0,3.0,High/ Low,Lean,No,RW,20.0,"Jul 14, 2014",0,2023,5.9,148.0,63.0,63.0,63.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,59.0,59.0,59.0,65.0,51.0,48.0,48.0,48.0,51.0,49.0,42.0,42.0,42.0,49.0,64.0,64.0,52.0,65.0,62.0,73.0,69.0,55.0,58.0,71.0,68.0,68.0,69.0,56.0,72.0,69.0,44.0,51.0,40.0,70.0,39.0,18.0,62.0,65.0,60.0,56.0,56.0,32.0,34.0,10.0,11.0,14.0,9.0,14.0,€2.3M
R. Di Gennaro,24,Italy,67,70,675000.0,11000.0,1068,Right,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,93.0,"Jul 11, 2010",0,2023,6.2,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,15.0,26.0,19.0,18.0,12.0,17.0,18.0,25.0,40.0,46.0,36.0,64.0,41.0,22.0,60.0,39.0,50.0,11.0,21.0,22.0,12.0,41.0,25.0,67.0,4.0,19.0,16.0,68.0,64.0,59.0,63.0,70.0,€1.2M
M. Troiano,33,Italy,67,67,450000.0,2000.0,1807,Left,1.0,3.0,2.0,High/ High,Normal,No,CM,5.0,"Sep 6, 2018",0,2019,6.2,181.0,60.0,60.0,60.0,57.0,59.0,59.0,59.0,57.0,61.0,61.0,61.0,60.0,65.0,65.0,65.0,60.0,64.0,69.0,69.0,69.0,64.0,64.0,68.0,68.0,68.0,64.0,48.0,45.0,65.0,71.0,55.0,51.0,54.0,60.0,68.0,66.0,61.0,58.0,57.0,71.0,35.0,70.0,72.0,85.0,85.0,55.0,76.0,70.0,53.0,65.0,80.0,65.0,60.0,65.0,61.0,4.0,10.0,12.0,6.0,13.0,€698K
A. Bastoni,19,Italy,67,87,1500000.0,7000.0,1454,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,95.0,0,Inter,"Jun 30, 2019",6.3,165.0,45.0,45.0,45.0,41.0,43.0,43.0,43.0,41.0,43.0,43.0,43.0,43.0,47.0,47.0,47.0,43.0,55.0,58.0,58.0,58.0,55.0,58.0,65.0,65.0,65.0,58.0,33.0,26.0,69.0,55.0,35.0,36.0,37.0,36.0,42.0,45.0,52.0,55.0,42.0,56.0,57.0,49.0,71.0,55.0,63.0,25.0,64.0,60.0,43.0,38.0,47.0,52.0,73.0,74.0,68.0,11.0,5.0,9.0,11.0,12.0,0
C. Chiricò,26,Italy,67,67,825000.0,2000.0,1692,Left,1.0,2.0,3.0,Medium/ Medium,Normal,No,RW,7.0,"Jul 9, 2018",0,2021,5.7,159.0,63.0,63.0,63.0,67.0,66.0,66.0,66.0,67.0,65.0,65.0,65.0,66.0,58.0,58.0,58.0,66.0,49.0,44.0,44.0,44.0,49.0,45.0,37.0,37.0,37.0,45.0,61.0,61.0,44.0,60.0,66.0,74.0,68.0,65.0,50.0,65.0,77.0,77.0,82.0,69.0,91.0,66.0,55.0,71.0,59.0,64.0,45.0,23.0,65.0,60.0,60.0,63.0,34.0,16.0,15.0,12.0,10.0,13.0,6.0,8.0,€1.3M
S. Palombi,22,Italy,67,76,1200000.0,13000.0,1633,Right,1.0,3.0,2.0,High/ Low,Normal,No,RS,14.0,0,Lazio,"Jun 30, 2019",6.0,165.0,65.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,62.0,58.0,58.0,58.0,62.0,52.0,49.0,49.0,49.0,52.0,50.0,46.0,46.0,46.0,50.0,58.0,67.0,68.0,57.0,64.0,60.0,47.0,49.0,57.0,65.0,73.0,66.0,60.0,65.0,59.0,61.0,59.0,66.0,71.0,59.0,46.0,40.0,70.0,56.0,52.0,55.0,19.0,36.0,37.0,9.0,11.0,13.0,6.0,7.0,0
